"sample","unf_otu","reads"
"RNMB1_FXBSP2_tag18_H1","unf_otu5658",1
"RNMB1_FXBSP1_tag08_C8","unf_otu5659",4
"RNBC1_NREP1_tag17_H6","unf_otu566",1
"RNBC1_QLMSP4_tag11_G8","unf_otu566",1
"RNMB1_FXBSP2_tag18_E7","unf_otu566",12
"RNMB_Foping_BS_P1_tag21_C9","unf_otu566",237
"RNMB_Foping_BS_P3_tag26_D7","unf_otu566",1
"RNMB_Foping_BS_P3_tag26_H11","unf_otu566",1
"RNMB_Foping_BS_P3_tag26_H7","unf_otu566",203
"RNMB_meicity_BS_P1_tag41_A12","unf_otu566",1
"RNMB_meicity_BS_P1_tag41_H10","unf_otu566",85
"RNMB1_FXBSP2_tag18_C3","unf_otu5660",1
"RNBC1_QLMSP6_tag05_F11","unf_otu5661",4
"RNBC1_QLMSP4_tag11_G10","unf_otu5662",9
"RNMB2_FXBSP4_tag07_G12","unf_otu5664",4
"RNBC1_QLMSP6_tag05_G11","unf_otu5665",1
"RNMB1_FXBSP2_tag18_A5","unf_otu5666",2
"RNMB_YHM_BS_P3_tag53_A12","unf_otu567",153
"RNMB_meicity_BS_P1_tag41_D11","unf_otu567",8
"RNMB_meicity_BS_P1_tag41_G12","unf_otu567",32
"RNMB1_FXBSP2_tag18_D3","unf_otu5670",1
"RNMB1_FXBSP3_tag42_H12","unf_otu5671",2
"RNBC1_QLMSP4_tag11_G9","unf_otu5672",1
"RNMB2_FXBSP4_tag07_H12","unf_otu5673",2
"RNMB2_FXBSP4_tag07_F10","unf_otu5674",2
"RNMB1_FXBSP2_tag18_A12","unf_otu5675",5
"RNMB2_FXBSP4_tag07_D10","unf_otu5675",1
"RNMB1_FXBSP3_tag42_F12","unf_otu5676",1
"RNMB2_FXBSP4_tag07_F10","unf_otu5676",1
"RNMB1_FXBSP2_tag18_G10","unf_otu5677",1
"RNMB2_FXBSP4_tag07_D12","unf_otu5678",1
"RNMB2_FXBSP4_tag07_F10","unf_otu5678",1
"RNMB1_FXBSP1_tag08_B10","unf_otu5679",2
"RNBC1_NREP2_tag22_E6","unf_otu568",226
"RNMB1_FXBSP1_tag08_D12","unf_otu5680",1
"RNMB1_FXBSP2_tag18_F5","unf_otu5680",1
"RNMB1_FXBSP2_tag18_E2","unf_otu5681",2
"RNMB1_FXBSP1_tag08_F8","unf_otu5682",1
"RNMB1_FXBSP2_tag18_A5","unf_otu5683",9
"RNMB1_FXBSP2_tag18_C1","unf_otu5683",2
"RNMB1_FXBSP2_tag18_D3","unf_otu5683",2
"RNMB1_FXBSP2_tag18_E3","unf_otu5683",2
"RNMB1_FXBSP2_tag18_F2","unf_otu5683",5
"RNMB1_FXBSP2_tag18_G3","unf_otu5683",1
"RNMB1_FXBSP2_tag18_G4","unf_otu5683",7
"RNMB1_FXBSP3_tag42_E2","unf_otu5683",3
"RNMB_Mix_BS_PIX_tag34_B3","unf_otu5683",1
"RNMB1_FXBSP2_tag18_E2","unf_otu5684",3
"RNMB_Foping_BS_P2_tag24_A3","unf_otu5684",1
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu5684",1
"RNMB_YHM_BS_P3_tag53_C11","unf_otu5684",3
"RNMB_meicity_BS_P1_tag41_C7","unf_otu5684",3
"RNMB1_FXBSP1_tag08_G6","unf_otu5687",5
"RNMB1_FXBSP1_tag08_H7","unf_otu5687",1
"RNMB_Foping_BS_P1_tag21_A11","unf_otu569",87
"RNMB_Foping_BS_P1_tag21_A12","unf_otu569",34
"RNMB_Foping_BS_P1_tag21_A3","unf_otu569",8
"RNMB_Foping_BS_P1_tag21_C9","unf_otu569",3
"RNMB_Foping_BS_P1_tag21_D7","unf_otu569",1
"RNMB_Foping_BS_P1_tag21_E7","unf_otu569",50
"RNMB_Foping_BS_P1_tag21_F11","unf_otu569",7
"RNMB_Foping_BS_P3_tag26_C8","unf_otu569",1
"RNMB_Foping_BS_P3_tag26_H4","unf_otu569",1
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu569",2
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu569",3
"RNMB1_FXBSP1_tag08_B12","unf_otu5690",1
"RNMB1_FXBSP2_tag18_F10","unf_otu5691",1
"RNMB1_FXBSP3_tag42_H12","unf_otu5692",5
"RNBC1_QLMSP6_tag05_G11","unf_otu5694",9
"RNBC1_QLMSP4_tag11_A9","unf_otu5696",3
"RNMB2_FXBSP4_tag07_G12","unf_otu5697",20
"RNBC1_QLMSP6_tag05_C6","unf_otu5699",1
"RNMB1_FXBSP2_tag18_D12","unf_otu5699",1
"RNMB1_FXBSP3_tag42_E10","unf_otu5699",1
"RNMB1_FXBSP3_tag42_E11","unf_otu5699",1
"RNMB2_FXBSP4_tag07_H12","unf_otu5699",1
"RNBC1_NREP12_tag37_A4","unf_otu57",2
"RNBC1_NREP2_tag22_F11","unf_otu57",1
"RNMB1_FXBSP1_tag08_A12","unf_otu57",474
"RNMB1_FXBSP1_tag08_A2","unf_otu57",3
"RNMB1_FXBSP1_tag08_A6","unf_otu57",1
"RNMB1_FXBSP1_tag08_A7","unf_otu57",2
"RNMB1_FXBSP1_tag08_A9","unf_otu57",3
"RNMB1_FXBSP1_tag08_B7","unf_otu57",34
"RNMB1_FXBSP1_tag08_B8","unf_otu57",28
"RNMB1_FXBSP1_tag08_C1","unf_otu57",1
"RNMB1_FXBSP1_tag08_C10","unf_otu57",1
"RNMB1_FXBSP1_tag08_C11","unf_otu57",8
"RNMB1_FXBSP1_tag08_C5","unf_otu57",28
"RNMB1_FXBSP1_tag08_C9","unf_otu57",44
"RNMB1_FXBSP1_tag08_D10","unf_otu57",115
"RNMB1_FXBSP1_tag08_D9","unf_otu57",72
"RNMB1_FXBSP1_tag08_E11","unf_otu57",8
"RNMB1_FXBSP1_tag08_E5","unf_otu57",2
"RNMB1_FXBSP1_tag08_E9","unf_otu57",79
"RNMB1_FXBSP1_tag08_F6","unf_otu57",683
"RNMB1_FXBSP1_tag08_F7","unf_otu57",5
"RNMB1_FXBSP1_tag08_F8","unf_otu57",48
"RNMB1_FXBSP1_tag08_F9","unf_otu57",1
"RNMB1_FXBSP1_tag08_G1","unf_otu57",122
"RNMB1_FXBSP1_tag08_G2","unf_otu57",2
"RNMB1_FXBSP1_tag08_G3","unf_otu57",20
"RNMB1_FXBSP1_tag08_G5","unf_otu57",1
"RNMB1_FXBSP1_tag08_G8","unf_otu57",122
"RNMB1_FXBSP1_tag08_G9","unf_otu57",31
"RNMB1_FXBSP1_tag08_H1","unf_otu57",106
"RNMB1_FXBSP1_tag08_H12","unf_otu57",30
"RNMB1_FXBSP1_tag08_H3","unf_otu57",1
"RNMB1_FXBSP2_tag18_A10","unf_otu57",2
"RNMB1_FXBSP2_tag18_A6","unf_otu57",67
"RNMB1_FXBSP2_tag18_B11","unf_otu57",142
"RNMB1_FXBSP2_tag18_C10","unf_otu57",23
"RNMB1_FXBSP2_tag18_C6","unf_otu57",100
"RNMB1_FXBSP2_tag18_C7","unf_otu57",4
"RNMB1_FXBSP2_tag18_E10","unf_otu57",88
"RNMB1_FXBSP2_tag18_E8","unf_otu57",23
"RNMB1_FXBSP2_tag18_F10","unf_otu57",45
"RNMB1_FXBSP2_tag18_F7","unf_otu57",1
"RNMB1_FXBSP2_tag18_F8","unf_otu57",113
"RNMB1_FXBSP2_tag18_G10","unf_otu57",34
"RNMB1_FXBSP2_tag18_G8","unf_otu57",47
"RNMB1_FXBSP2_tag18_H5","unf_otu57",11
"RNMB1_FXBSP2_tag18_H6","unf_otu57",69
"RNMB2_FXBSP4_tag07_F9","unf_otu57",399
"RNMB_Mix_BS_PIX_tag34_A4","unf_otu57",388
"RNMB_Mix_BS_PIX_tag34_B3","unf_otu57",1
"RNMB_Mix_BS_PIX_tag34_B4","unf_otu57",2
"RNMB_Mix_BS_PIX_tag34_F5","unf_otu57",342
"RNMB_Mix_BS_PIX_tag34_F7","unf_otu57",1
"RNMB1_FXBSP2_tag18_F4","unf_otu570",262
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu570",1
"RNMB1_FXBSP2_tag18_A6","unf_otu5701",3
"RNMB1_FXBSP2_tag18_F10","unf_otu5701",1
"RNMB1_FXBSP2_tag18_H5","unf_otu5701",1
"RNMB1_FXBSP3_tag42_F12","unf_otu5702",2
"RNMB_Foping_BS_P2_tag24_A5","unf_otu5703",1
"RNMB1_FXBSP3_tag42_A6","unf_otu5704",1
"RNMB1_FXBSP1_tag08_A2","unf_otu5705",2
"RNMB1_FXBSP1_tag08_A7","unf_otu5705",4
"RNMB_meicity_BS_P2_tag42_A3","unf_otu5706",1
"RNBC1_QLMSP6_tag05_G7","unf_otu5708",34
"RNMB_Foping_BS_P2_tag24_F9","unf_otu571",194
"RNMB_Foping_BS_P2_tag24_H3","unf_otu571",121
"RNMB_Foping_BS_P2_tag24_H9","unf_otu571",140
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu571",1
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu571",4
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu571",1
"RNMB1_FXBSP1_tag08_E10","unf_otu5711",1
"RNMB1_FXBSP1_tag08_F8","unf_otu5711",1
"RNMB1_FXBSP2_tag18_B5","unf_otu5713",4
"RNMB1_FXBSP1_tag08_G3","unf_otu5715",106
"RNMB1_FXBSP1_tag08_H3","unf_otu5715",285
"RNMB1_FXBSP1_tag08_H4","unf_otu5715",1
"RNMB_YHM_BS_P2_tag38_E11","unf_otu5715",1
"RNMB_YHM_BS_P2_tag38_E5","unf_otu5715",6
"RNMB1_FXBSP1_tag08_E7","unf_otu5717",1
"RNMB1_FXBSP1_tag08_G11","unf_otu5717",2
"RNMB1_FXBSP1_tag08_A6","unf_otu572",1
"RNMB1_FXBSP1_tag08_D5","unf_otu572",38
"RNMB1_FXBSP1_tag08_F3","unf_otu572",194
"RNMB1_FXBSP1_tag08_F7","unf_otu572",9
"RNMB1_FXBSP2_tag18_D3","unf_otu5721",1
"RNMB1_FXBSP1_tag08_G12","unf_otu5722",1
"RNMB1_FXBSP1_tag08_G9","unf_otu5722",1
"RNMB2_FXBSP4_tag07_E11","unf_otu5722",1
"RNMB_Mix_BS_PIX_tag34_F5","unf_otu5722",1
"RNMB2_FXBSP4_tag07_F10","unf_otu5723",2
"RNMB1_FXBSP2_tag18_C7","unf_otu5724",2
"RNMB1_FXBSP1_tag08_F10","unf_otu5725",4
"RNMB1_FXBSP2_tag18_B5","unf_otu5725",1
"RNBC1_QLMSP4_tag11_G10","unf_otu5726",4
"RNMB1_FXBSP2_tag18_A7","unf_otu5728",1
"RNMB1_FXBSP2_tag18_B11","unf_otu5728",20
"RNMB1_FXBSP2_tag18_C7","unf_otu5728",4
"RNMB1_FXBSP2_tag18_F7","unf_otu5728",1
"RNMB1_FXBSP2_tag18_G7","unf_otu5728",2
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu5728",1
"RNMB1_FXBSP2_tag18_C12","unf_otu573",14
"RNMB1_FXBSP2_tag18_D11","unf_otu573",52
"RNMB1_FXBSP3_tag42_A6","unf_otu573",96
"RNMB1_FXBSP3_tag42_E2","unf_otu573",52
"RNMB1_FXBSP3_tag42_H6","unf_otu573",3
"RNMB1_FXBSP3_tag42_H7","unf_otu573",21
"RNMB_Foping_BS_P2_tag24_H8","unf_otu573",5
"RNMB1_FXBSP1_tag08_E9","unf_otu5730",1
"RNMB1_FXBSP1_tag08_G7","unf_otu5730",1
"RNMB1_FXBSP1_tag08_A9","unf_otu5732",2
"RNMB1_FXBSP1_tag08_E8","unf_otu5733",1
"RNMB1_FXBSP1_tag08_G6","unf_otu5733",1
"RNMB1_FXBSP2_tag18_C8","unf_otu5733",1
"RNMB1_FXBSP2_tag18_G8","unf_otu5733",1
"RNMB1_FXBSP2_tag18_A10","unf_otu5734",3
"RNMB1_FXBSP2_tag18_C6","unf_otu5736",2
"RNMB1_FXBSP2_tag18_E10","unf_otu5736",1
"RNMB1_FXBSP2_tag18_H5","unf_otu5736",10
"RNMB1_FXBSP2_tag18_H6","unf_otu5737",1
"RNMB1_FXBSP3_tag42_A12","unf_otu5738",3
"RNMB1_FXBSP3_tag42_C11","unf_otu5738",1
"RNMB2_FXBSP4_tag07_H12","unf_otu5738",1
"RNMB1_FXBSP2_tag18_D3","unf_otu574",112
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu574",1
"RNMB1_FXBSP2_tag18_F8","unf_otu5740",2
"RNMB1_FXBSP2_tag18_G4","unf_otu5741",4
"RNBC1_NREP1_tag17_C7","unf_otu5742",8
"RNMB1_FXBSP2_tag18_E9","unf_otu5742",1
"RNMB1_FXBSP2_tag18_G12","unf_otu5743",3
"RNMB_Foping_BS_P2_tag24_B7","unf_otu5743",1
"RNMB1_FXBSP2_tag18_A10","unf_otu5744",1
"RNMB1_FXBSP2_tag18_C1","unf_otu5745",1
"RNMB_Foping_BS_P2_tag24_F5","unf_otu5745",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu5745",1
"RNMB1_FXBSP1_tag08_B7","unf_otu5746",1
"RNMB1_FXBSP3_tag42_B7","unf_otu5747",2
"RNMB1_FXBSP2_tag18_A10","unf_otu5749",4
"RNMB1_FXBSP2_tag18_C8","unf_otu5749",3
"RNMB1_FXBSP2_tag18_E8","unf_otu5749",4
"RNMB1_FXBSP2_tag18_F8","unf_otu5749",6
"RNMB1_FXBSP2_tag18_G8","unf_otu5749",1
"RNMB1_FXBSP2_tag18_G9","unf_otu5749",1
"RNMB_YHM_BS_P1_tag15_C12","unf_otu5749",1
"RNBC1_QLMSP5_tag03_G11","unf_otu575",1
"RNMB1_FXBSP2_tag18_E6","unf_otu5750",1
"RNMB1_FXBSP1_tag08_G1","unf_otu5751",1
"RNMB1_FXBSP1_tag08_H1","unf_otu5751",2
"RNMB1_FXBSP2_tag18_C6","unf_otu5751",1
"RNMB1_FXBSP2_tag18_E10","unf_otu5751",4
"RNMB1_FXBSP2_tag18_F10","unf_otu5751",7
"RNMB2_FXBSP4_tag07_E9","unf_otu5751",11
"RNMB1_FXBSP2_tag18_C3","unf_otu5753",2
"RNMB1_FXBSP2_tag18_C7","unf_otu5754",1
"RNMB1_FXBSP2_tag18_F6","unf_otu5754",1
"RNMB1_FXBSP2_tag18_G6","unf_otu5754",1
"RNMB1_FXBSP2_tag18_A6","unf_otu5755",1
"RNMB1_FXBSP2_tag18_C6","unf_otu5755",2
"RNMB1_FXBSP3_tag42_F11","unf_otu5756",1
"RNMB2_FXBSP4_tag07_H12","unf_otu5756",3
"RNMB1_FXBSP3_tag42_A12","unf_otu5757",10
"RNMB1_FXBSP3_tag42_C11","unf_otu5757",5
"RNMB_meicity_BS_P2_tag42_E12","unf_otu5757",2
"RNMB1_FXBSP2_tag18_A6","unf_otu5759",5
"RNMB1_FXBSP2_tag18_C6","unf_otu5759",1
"RNMB1_FXBSP3_tag42_A8","unf_otu576",10
"RNMB1_FXBSP3_tag42_G5","unf_otu576",40
"RNMB2_FXBSP4_tag07_E10","unf_otu576",3
"RNMB2_FXBSP4_tag07_E12","unf_otu576",145
"RNMB_Foping_BS_P2_tag24_G6","unf_otu576",2
"RNMB_meicity_BS_P2_tag42_A5","unf_otu576",95
"RNMB_meicity_BS_P2_tag42_E5","unf_otu576",165
"RNMB_meicity_BS_P2_tag42_F9","unf_otu576",1
"RNMB_meicity_BS_P2_tag42_H4","unf_otu576",50
"RNMB1_FXBSP1_tag08_C8","unf_otu5760",1
"RNMB1_FXBSP2_tag18_G9","unf_otu5762",1
"RNMB1_FXBSP1_tag08_B8","unf_otu5763",1
"RNMB1_FXBSP2_tag18_C12","unf_otu5764",1
"RNMB1_FXBSP2_tag18_G3","unf_otu5764",1
"RNMB1_FXBSP3_tag42_D3","unf_otu5764",1
"RNBC1_QLMSP4_tag11_C6","unf_otu5766",19
"RNMB1_FXBSP2_tag18_E12","unf_otu5767",1
"RNMB1_FXBSP2_tag18_B8","unf_otu5768",1
"RNMB1_FXBSP3_tag42_E10","unf_otu5769",2
"RNMB1_FXBSP3_tag42_E11","unf_otu5769",1
"RNMB1_FXBSP1_tag08_H12","unf_otu577",6
"RNMB_YHM_BS_P1_tag15_A4","unf_otu577",4
"RNMB_YHM_BS_P1_tag15_E10","unf_otu577",42
"RNMB_YHM_BS_P1_tag15_F8","unf_otu577",3
"RNMB_meicity_BS_P1_tag41_B7","unf_otu577",1
"RNMB_meicity_BS_P1_tag41_G7","unf_otu577",424
"RNMB1_FXBSP1_tag08_A12","unf_otu5770",1
"RNMB1_FXBSP1_tag08_H12","unf_otu5770",1
"RNMB1_FXBSP2_tag18_B11","unf_otu5770",1
"RNMB1_FXBSP2_tag18_C3","unf_otu5771",1
"RNMB_Foping_BS_P3_tag26_H10","unf_otu5771",1
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu5771",1
"RNMB_Mix_BS_PIX_tag34_H4","unf_otu5771",2
"RNMB1_FXBSP2_tag18_B4","unf_otu5772",66
"RNMB_YHM_BS_P2_tag38_C11","unf_otu5772",3
"RNMB1_FXBSP1_tag08_F7","unf_otu5773",1
"RNMB2_FXBSP4_tag07_B10","unf_otu5773",1
"RNMB1_FXBSP1_tag08_A4","unf_otu5774",1
"RNMB1_FXBSP1_tag08_G5","unf_otu5774",1
"RNMB1_FXBSP2_tag18_B9","unf_otu5774",1
"RNMB_Mix_BS_PIX_tag34_F5","unf_otu5774",2
"RNBC1_QLMSP4_tag11_G10","unf_otu5775",1
"RNMB1_FXBSP1_tag08_A12","unf_otu5776",1
"RNMB1_FXBSP2_tag18_G6","unf_otu5776",1
"RNMB1_FXBSP2_tag18_H6","unf_otu5776",2
"RNMB1_FXBSP3_tag42_F12","unf_otu5778",2
"RNMB_meicity_BS_P2_tag42_E12","unf_otu5779",2
"RNMB1_FXBSP2_tag18_F6","unf_otu578",109
"RNMB1_FXBSP2_tag18_G7","unf_otu578",11
"RNMB1_FXBSP3_tag42_C10","unf_otu5780",1
"RNMB1_FXBSP2_tag18_B3","unf_otu5781",1
"RNMB1_FXBSP2_tag18_C10","unf_otu5782",1
"RNMB1_FXBSP1_tag08_B8","unf_otu5783",1
"RNMB1_FXBSP1_tag08_D12","unf_otu5783",1
"RNMB1_FXBSP1_tag08_G12","unf_otu5783",1
"RNMB1_FXBSP1_tag08_G6","unf_otu5783",1
"RNMB1_FXBSP1_tag08_H9","unf_otu5783",1
"RNMB1_FXBSP1_tag08_C10","unf_otu5784",2
"RNMB1_FXBSP3_tag42_F12","unf_otu5785",1
"RNMB1_FXBSP1_tag08_C8","unf_otu5786",1
"RNMB1_FXBSP1_tag08_B10","unf_otu5787",1
"RNMB1_FXBSP1_tag08_B12","unf_otu5787",1
"RNMB1_FXBSP1_tag08_C12","unf_otu5787",1
"RNMB1_FXBSP1_tag08_G12","unf_otu5787",3
"RNMB1_FXBSP2_tag18_D7","unf_otu5787",2
"RNMB1_FXBSP1_tag08_A10","unf_otu5789",1
"RNMB1_FXBSP1_tag08_C11","unf_otu5789",1
"RNMB1_FXBSP1_tag08_F10","unf_otu5789",2
"RNMB1_FXBSP1_tag08_G9","unf_otu5789",1
"RNBC1_NREP13_tag51_E8","unf_otu579",1
"RNMB_meicity_BS_P2_tag42_C12","unf_otu579",1
"RNMB_meicity_BS_P2_tag42_D12","unf_otu579",4
"RNMB1_FXBSP1_tag08_A4","unf_otu5790",1
"RNMB1_FXBSP1_tag08_B10","unf_otu5791",1
"RNMB1_FXBSP1_tag08_B12","unf_otu5791",2
"RNMB1_FXBSP1_tag08_D5","unf_otu5792",1
"RNMB2_FXBSP4_tag07_D11","unf_otu5793",1
"RNMB2_FXBSP4_tag07_E9","unf_otu5793",1
"RNMB1_FXBSP3_tag42_E11","unf_otu5794",1
"RNMB1_FXBSP2_tag18_B4","unf_otu5796",3
"RNMB1_FXBSP2_tag18_B8","unf_otu5796",1
"RNMB1_FXBSP2_tag18_D3","unf_otu5796",1
"RNMB1_FXBSP2_tag18_E7","unf_otu5796",1
"RNMB1_FXBSP2_tag18_F7","unf_otu5796",1
"RNMB1_FXBSP2_tag18_G1","unf_otu5796",1
"RNMB1_FXBSP2_tag18_G4","unf_otu5796",3
"RNMB1_FXBSP3_tag42_C10","unf_otu5796",2
"RNMB1_FXBSP3_tag42_E11","unf_otu5796",1
"RNMB1_FXBSP3_tag42_E9","unf_otu5796",3
"RNMB2_FXBSP4_tag07_G12","unf_otu5796",1
"RNMB1_FXBSP3_tag42_E11","unf_otu5797",1
"RNMB1_FXBSP3_tag42_H12","unf_otu5797",1
"RNBC1_QLMSP6_tag05_C6","unf_otu5798",1
"RNBC1_NREP3_tag31_H11","unf_otu5799",4
"RNBC1_NREP12_tag37_G11","unf_otu58",1
"RNBC1_NREP2_tag22_G11","unf_otu58",1108
"RNMB1_FXBSP1_tag08_B8","unf_otu58",17
"RNMB1_FXBSP1_tag08_G12","unf_otu58",44
"RNMB1_FXBSP1_tag08_G2","unf_otu58",8
"RNMB1_FXBSP2_tag18_F8","unf_otu580",2
"RNMB_YHM_BS_P1_tag15_C11","unf_otu580",156
"RNMB_YHM_BS_P1_tag15_D11","unf_otu580",116
"RNMB_YHM_BS_P1_tag15_D12","unf_otu580",2
"RNMB_YHM_BS_P2_tag38_H4","unf_otu5800",1
"RNMB1_FXBSP1_tag08_F9","unf_otu5801",1
"RNMB2_FXBSP4_tag07_F12","unf_otu5801",11
"RNMB_Foping_BS_P2_tag24_D11","unf_otu5803",32
"RNMB2_FXBSP4_tag07_A11","unf_otu5804",2
"RNMB_Foping_BS_P1_tag21_H8","unf_otu5804",1
"RNMB_Foping_BS_P1_tag21_H9","unf_otu5804",1
"RNMB_Foping_BS_P3_tag26_D9","unf_otu5804",4
"RNMB_Foping_BS_P3_tag26_E9","unf_otu5804",3
"RNMB_YHM_BS_P1_tag15_H4","unf_otu5804",1
"RNMB_YHM_BS_P2_tag38_E8","unf_otu5804",1
"RNMB_Foping_BS_P1_tag21_A12","unf_otu5805",1
"RNMB_Foping_BS_P1_tag21_C12","unf_otu5805",16
"RNMB_Foping_BS_P1_tag21_F11","unf_otu5805",3
"RNMB_Foping_BS_P1_tag21_G12","unf_otu5805",8
"RNMB_Foping_BS_P1_tag21_H12","unf_otu5805",1
"RNMB_Foping_BS_P2_tag24_A1","unf_otu5805",4
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu5805",1
"RNMB_Foping_BS_P1_tag21_A3","unf_otu5806",1
"RNMB_Foping_BS_P1_tag21_C1","unf_otu5806",2
"RNMB_YHM_BS_P2_tag38_A5","unf_otu5807",2
"RNMB_YHM_BS_P2_tag38_H4","unf_otu5807",1
"RNMB_meicity_BS_P1_tag41_G9","unf_otu5807",1
"RNMB_meicity_BS_P2_tag42_A12","unf_otu5809",7
"RNMB_meicity_BS_P2_tag42_E10","unf_otu5809",1
"RNMB_meicity_BS_P2_tag42_E12","unf_otu5809",5
"RNMB_meicity_BS_P2_tag42_F11","unf_otu5809",4
"RNMB_meicity_BS_P2_tag42_G11","unf_otu5809",2
"RNMB_meicity_BS_P2_tag42_G12","unf_otu5809",4
"RNMB_meicity_BS_P2_tag42_H11","unf_otu5809",2
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu581",19
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu581",18
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu581",8
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu581",4
"RNMB_Mix_BS_PIX_tag34_E7","unf_otu581",7
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu581",5
"RNMB_Mix_BS_PIX_tag34_F7","unf_otu581",9
"RNMB_meicity_BS_P1_tag41_A5","unf_otu581",14
"RNMB_meicity_BS_P2_tag42_C9","unf_otu581",149
"RNMB_meicity_BS_P2_tag42_D9","unf_otu581",208
"RNMB_meicity_BS_P2_tag42_F9","unf_otu581",1
"RNMB_Foping_BS_P2_tag24_A5","unf_otu5811",1
"RNMB_Foping_BS_P2_tag24_B3","unf_otu5811",1
"RNMB_YHM_BS_P1_tag15_F11","unf_otu5812",1
"RNMB_YHM_BS_P3_tag53_D11","unf_otu5813",8
"RNMB_YHM_BS_P3_tag53_H6","unf_otu5813",6
"RNMB_meicity_BS_P2_tag42_B7","unf_otu5813",4
"RNMB_meicity_BS_P2_tag42_C7","unf_otu5813",3
"RNBC1_NREP12_tag37_A4","unf_otu5815",2
"RNMB_Foping_BS_P1_tag21_H8","unf_otu5816",1
"RNMB_Foping_BS_P3_tag26_C8","unf_otu5817",1
"RNMB2_FXBSP4_tag07_E11","unf_otu582",360
"RNMB2_FXBSP4_tag07_E9","unf_otu582",101
"RNMB_Foping_BS_P1_tag21_A3","unf_otu5820",1
"RNMB_YHM_BS_P2_tag38_E9","unf_otu5822",4
"RNBC1_NREP13_tag51_D9","unf_otu5823",2
"RNMB_YHM_BS_P2_tag38_E10","unf_otu5824",2
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu5825",1
"RNMB_YHM_BS_P2_tag38_C9","unf_otu5825",1
"RNMB_YHM_BS_P2_tag38_G7","unf_otu5825",2
"RNMB_Foping_BS_P2_tag24_H8","unf_otu5827",1
"RNMB1_FXBSP1_tag08_E9","unf_otu583",3
"RNMB1_FXBSP2_tag18_A6","unf_otu583",8
"RNMB1_FXBSP2_tag18_C6","unf_otu583",2
"RNMB1_FXBSP2_tag18_E10","unf_otu583",18
"RNMB1_FXBSP2_tag18_F10","unf_otu583",43
"RNMB2_FXBSP4_tag07_B10","unf_otu583",57
"RNMB_YHM_BS_P1_tag15_H6","unf_otu5831",2
"RNMB_YHM_BS_P2_tag38_B4","unf_otu5832",1
"RNMB_YHM_BS_P2_tag38_C11","unf_otu5834",4
"RNBC1_NREP8_tag32_C7","unf_otu5835",20
"RNMB1_FXBSP2_tag18_D4","unf_otu5837",1
"RNMB_Foping_BS_P1_tag21_A5","unf_otu5838",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu5839",1
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu584",1
"RNMB_Mix_BS_PIX_tag34_H7","unf_otu584",2
"RNMB_YHM_BS_P2_tag38_D11","unf_otu584",101
"RNMB_YHM_BS_P2_tag38_F7","unf_otu584",26
"RNMB_meicity_BS_P2_tag42_B7","unf_otu5840",1
"RNMB_Foping_BS_P3_tag26_A7","unf_otu5841",4
"RNMB_Foping_BS_P2_tag24_A5","unf_otu5845",1
"RNMB_Foping_BS_P2_tag24_E12","unf_otu5845",3
"RNMB_YHM_BS_P3_tag53_A4","unf_otu5848",1
"RNMB_YHM_BS_P3_tag53_B4","unf_otu5848",1
"RNMB_Foping_BS_P1_tag21_F8","unf_otu5849",5
"RNMB1_FXBSP2_tag18_H12","unf_otu585",126
"RNMB1_FXBSP3_tag42_B7","unf_otu585",7
"RNMB1_FXBSP3_tag42_E10","unf_otu585",19
"RNMB1_FXBSP3_tag42_E11","unf_otu585",4
"RNBC1_NREP12_tag37_C7","unf_otu5851",1
"RNMB_meicity_BS_P1_tag41_G9","unf_otu5853",2
"RNMB_Foping_BS_P2_tag24_C7","unf_otu5854",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu5854",2
"RNMB_Foping_BS_P2_tag24_H6","unf_otu5854",3
"RNMB_Foping_BS_P3_tag26_H10","unf_otu5855",1
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu5856",1
"RNMB_Foping_BS_P1_tag21_B3","unf_otu5858",3
"RNMB1_FXBSP1_tag08_F3","unf_otu586",172
"RNMB1_FXBSP1_tag08_G6","unf_otu586",3
"RNMB_Foping_BS_P1_tag21_A1","unf_otu5860",1
"RNMB_Foping_BS_P1_tag21_B3","unf_otu5860",2
"RNMB_Foping_BS_P1_tag21_D5","unf_otu5860",6
