"sample","unf_otu","reads"
"RNBC1_NREP12_tag37_A1","unf_otu1",1
"RNBC1_NREP12_tag37_A4","unf_otu1",8
"RNBC1_NREP12_tag37_A5","unf_otu1",6
"RNMB_Foping_BS_P1_tag21_A1","unf_otu1",1196
"RNMB_Foping_BS_P1_tag21_A11","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_A3","unf_otu1",830
"RNMB_Foping_BS_P1_tag21_A4","unf_otu1",1153
"RNMB_Foping_BS_P1_tag21_A5","unf_otu1",827
"RNMB_Foping_BS_P1_tag21_A6","unf_otu1",1143
"RNMB_Foping_BS_P1_tag21_A7","unf_otu1",14
"RNMB_Foping_BS_P1_tag21_B1","unf_otu1",1262
"RNMB_Foping_BS_P1_tag21_B12","unf_otu1",3
"RNMB_Foping_BS_P1_tag21_B3","unf_otu1",1051
"RNMB_Foping_BS_P1_tag21_B4","unf_otu1",922
"RNMB_Foping_BS_P1_tag21_B5","unf_otu1",1210
"RNMB_Foping_BS_P1_tag21_B7","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_B8","unf_otu1",15
"RNMB_Foping_BS_P1_tag21_C1","unf_otu1",1245
"RNMB_Foping_BS_P1_tag21_C11","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_C3","unf_otu1",1244
"RNMB_Foping_BS_P1_tag21_C9","unf_otu1",2
"RNMB_Foping_BS_P1_tag21_D1","unf_otu1",1252
"RNMB_Foping_BS_P1_tag21_D4","unf_otu1",1241
"RNMB_Foping_BS_P1_tag21_D5","unf_otu1",1099
"RNMB_Foping_BS_P1_tag21_D7","unf_otu1",4
"RNMB_Foping_BS_P1_tag21_E10","unf_otu1",3
"RNMB_Foping_BS_P1_tag21_E11","unf_otu1",4
"RNMB_Foping_BS_P1_tag21_E12","unf_otu1",3
"RNMB_Foping_BS_P1_tag21_E5","unf_otu1",1200
"RNMB_Foping_BS_P1_tag21_E7","unf_otu1",16
"RNMB_Foping_BS_P1_tag21_E8","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_F11","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_F3","unf_otu1",1174
"RNMB_Foping_BS_P1_tag21_F4","unf_otu1",1238
"RNMB_Foping_BS_P1_tag21_F5","unf_otu1",1251
"RNMB_Foping_BS_P1_tag21_F9","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_G12","unf_otu1",4
"RNMB_Foping_BS_P1_tag21_G4","unf_otu1",1242
"RNMB_Foping_BS_P1_tag21_G6","unf_otu1",2
"RNMB_Foping_BS_P1_tag21_G7","unf_otu1",5
"RNMB_Foping_BS_P1_tag21_G8","unf_otu1",103
"RNMB_Foping_BS_P1_tag21_H1","unf_otu1",1177
"RNMB_Foping_BS_P1_tag21_H11","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_H12","unf_otu1",2
"RNMB_Foping_BS_P1_tag21_H3","unf_otu1",1188
"RNMB_Foping_BS_P1_tag21_H4","unf_otu1",1094
"RNMB_Foping_BS_P1_tag21_H5","unf_otu1",1217
"RNMB_Foping_BS_P1_tag21_H6","unf_otu1",3
"RNMB_Foping_BS_P1_tag21_H7","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_H8","unf_otu1",1
"RNMB_Foping_BS_P1_tag21_H9","unf_otu1",1
"RNMB_Foping_BS_P2_tag24_A1","unf_otu1",1
"RNMB_Foping_BS_P2_tag24_A4","unf_otu1",2
"RNMB_Foping_BS_P2_tag24_F9","unf_otu1",1
"RNMB_Foping_BS_P2_tag24_H3","unf_otu1",1
"RNMB_Foping_BS_P3_tag26_D9","unf_otu1",5
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu1",2
"RNMB_YHM_BS_P1_tag15_A3","unf_otu1",742
"RNMB_YHM_BS_P1_tag15_A4","unf_otu1",1030
"RNMB_YHM_BS_P1_tag15_B4","unf_otu1",507
"RNMB_YHM_BS_P1_tag15_C11","unf_otu1",1
"RNMB_YHM_BS_P1_tag15_C12","unf_otu1",2
"RNMB_YHM_BS_P1_tag15_C7","unf_otu1",1
"RNMB_YHM_BS_P1_tag15_D12","unf_otu1",1
"RNMB_YHM_BS_P1_tag15_G6","unf_otu1",1
"RNMB_YHM_BS_P1_tag15_H11","unf_otu1",1
"RNMB_YHM_BS_P1_tag15_H4","unf_otu1",330
"RNMB_YHM_BS_P1_tag15_H6","unf_otu1",3
"RNMB_YHM_BS_P2_tag38_D12","unf_otu1",1
"RNMB_meicity_BS_P2_tag42_B4","unf_otu1",1
"RNBC1_NREP12_tag37_A4","unf_otu10",6
"RNBC1_NREP12_tag37_A5","unf_otu10",3
"RNBC1_NREP12_tag37_C7","unf_otu10",1
"RNBC1_NREP12_tag37_G11","unf_otu10",1
"RNMB1_FXBSP2_tag18_A3","unf_otu10",20
"RNMB1_FXBSP2_tag18_B12","unf_otu10",246
"RNMB1_FXBSP2_tag18_B4","unf_otu10",83
"RNMB1_FXBSP2_tag18_C1","unf_otu10",2
"RNMB1_FXBSP2_tag18_C2","unf_otu10",11
"RNMB1_FXBSP2_tag18_D4","unf_otu10",12
"RNMB1_FXBSP2_tag18_E1","unf_otu10",71
"RNMB1_FXBSP2_tag18_F2","unf_otu10",80
"RNMB1_FXBSP2_tag18_H1","unf_otu10",102
"RNMB1_FXBSP2_tag18_H3","unf_otu10",47
"RNMB_Foping_BS_P1_tag21_A12","unf_otu10",12
"RNMB_Foping_BS_P1_tag21_C11","unf_otu10",250
"RNMB_Foping_BS_P1_tag21_C12","unf_otu10",4
"RNMB_Foping_BS_P1_tag21_D5","unf_otu10",1
"RNMB_Foping_BS_P1_tag21_E11","unf_otu10",224
"RNMB_Foping_BS_P1_tag21_E12","unf_otu10",54
"RNMB_Foping_BS_P1_tag21_F11","unf_otu10",20
"RNMB_Foping_BS_P1_tag21_G11","unf_otu10",204
"RNMB_Foping_BS_P1_tag21_G12","unf_otu10",28
"RNMB_Foping_BS_P1_tag21_H11","unf_otu10",3
"RNMB_Foping_BS_P1_tag21_H12","unf_otu10",23
"RNMB_Foping_BS_P2_tag24_A1","unf_otu10",18
"RNMB_Foping_BS_P2_tag24_A3","unf_otu10",320
"RNMB_Foping_BS_P2_tag24_A4","unf_otu10",402
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10",365
"RNMB_Foping_BS_P2_tag24_A7","unf_otu10",80
"RNMB_Foping_BS_P2_tag24_B3","unf_otu10",474
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10",396
"RNMB_Foping_BS_P2_tag24_B7","unf_otu10",80
"RNMB_Foping_BS_P2_tag24_B8","unf_otu10",100
"RNMB_Foping_BS_P2_tag24_C8","unf_otu10",7
"RNMB_Foping_BS_P2_tag24_C9","unf_otu10",1
"RNMB_Foping_BS_P2_tag24_D11","unf_otu10",1
"RNMB_Foping_BS_P2_tag24_E10","unf_otu10",2
"RNMB_Foping_BS_P2_tag24_E12","unf_otu10",107
"RNMB_Foping_BS_P2_tag24_E5","unf_otu10",135
"RNMB_Foping_BS_P2_tag24_E7","unf_otu10",1
"RNMB_Foping_BS_P2_tag24_E8","unf_otu10",50
"RNMB_Foping_BS_P2_tag24_E9","unf_otu10",1
"RNMB_Foping_BS_P2_tag24_F12","unf_otu10",4
"RNMB_Foping_BS_P2_tag24_F4","unf_otu10",481
"RNMB_Foping_BS_P2_tag24_F5","unf_otu10",8
"RNMB_Foping_BS_P2_tag24_F7","unf_otu10",93
"RNMB_Foping_BS_P2_tag24_F8","unf_otu10",56
"RNMB_Foping_BS_P2_tag24_F9","unf_otu10",17
"RNMB_Foping_BS_P2_tag24_G12","unf_otu10",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu10",268
"RNMB_Foping_BS_P2_tag24_G6","unf_otu10",2
"RNMB_Foping_BS_P2_tag24_G7","unf_otu10",7
"RNMB_Foping_BS_P2_tag24_G8","unf_otu10",60
"RNMB_Foping_BS_P2_tag24_H3","unf_otu10",418
"RNMB_Foping_BS_P2_tag24_H4","unf_otu10",193
"RNMB_Foping_BS_P2_tag24_H5","unf_otu10",228
"RNMB_Foping_BS_P2_tag24_H7","unf_otu10",128
"RNMB_Foping_BS_P2_tag24_H8","unf_otu10",6
"RNMB_Foping_BS_P2_tag24_H9","unf_otu10",2
"RNMB_Foping_BS_P3_tag26_C12","unf_otu10",1
"RNMB_Foping_BS_P3_tag26_E12","unf_otu10",2
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu10",6
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu10",1
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu10",15
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu10",58
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu10",13
"RNMB_Mix_BS_PIX_tag34_E7","unf_otu10",5
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu10",14
"RNMB_Mix_BS_PIX_tag34_F7","unf_otu10",9
"RNMB_Mix_BS_PIX_tag34_G7","unf_otu10",3
"RNMB_YHM_BS_P2_tag38_A11","unf_otu10",5
"RNMB_YHM_BS_P2_tag38_C9","unf_otu10",1
"RNMB_YHM_BS_P2_tag38_E5","unf_otu10",1
"RNMB_YHM_BS_P2_tag38_H12","unf_otu10",1
"RNMB_meicity_BS_P1_tag41_B7","unf_otu10",4
"RNMB_meicity_BS_P1_tag41_C7","unf_otu10",4
"RNMB_meicity_BS_P1_tag41_G7","unf_otu10",1
"RNMB_meicity_BS_P2_tag42_A3","unf_otu10",2
"RNMB_meicity_BS_P2_tag42_A4","unf_otu10",1
"RNMB_meicity_BS_P2_tag42_E11","unf_otu10",1
"RNBC1_NREP13_tag51_E8","unf_otu100",1249
"RNMB_Foping_BS_P2_tag24_E5","unf_otu100",1
"RNMB_Foping_BS_P2_tag24_E8","unf_otu100",1
"RNMB_Foping_BS_P2_tag24_G4","unf_otu100",1
"RNMB_YHM_BS_P3_tag53_E5","unf_otu100",5
"RNMB_Foping_BS_P1_tag21_A1","unf_otu1000",3
"RNMB_Foping_BS_P1_tag21_A4","unf_otu1000",3
"RNMB_Foping_BS_P1_tag21_A5","unf_otu1000",1
"RNMB_Foping_BS_P1_tag21_A6","unf_otu1000",1
"RNMB_Foping_BS_P1_tag21_B4","unf_otu1000",1
"RNMB_Foping_BS_P1_tag21_H3","unf_otu1000",1
"RNMB_Foping_BS_P1_tag21_H4","unf_otu1000",1
"RNMB_YHM_BS_P1_tag15_A3","unf_otu1000",4
"RNMB_YHM_BS_P1_tag15_A4","unf_otu1000",2
"RNMB_YHM_BS_P1_tag15_B4","unf_otu1000",1
"RNMB_YHM_BS_P1_tag15_H4","unf_otu1000",3
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10002",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10004",3
"RNMB_Foping_BS_P1_tag21_G12","unf_otu10005",1
"RNMB_YHM_BS_P2_tag38_G11","unf_otu10006",2
"RNMB_Foping_BS_P2_tag24_H4","unf_otu10008",1
"RNMB_YHM_BS_P2_tag38_A11","unf_otu10008",1
"RNMB1_FXBSP1_tag08_A11","unf_otu1001",26
"RNMB1_FXBSP3_tag42_D3","unf_otu1001",86
"RNMB_Foping_BS_P1_tag21_G6","unf_otu10011",1
"RNBC1_NREP12_tag37_A4","unf_otu10013",1
"RNMB_Foping_BS_P1_tag21_H1","unf_otu10014",3
"RNMB_Foping_BS_P1_tag21_H12","unf_otu10014",1
"RNBC1_NREP12_tag37_G11","unf_otu10015",4
"RNMB_meicity_BS_P2_tag42_E5","unf_otu10015",1
"RNMB_Foping_BS_P3_tag26_H4","unf_otu10016",2
"RNBC1_NREP13_tag51_F9","unf_otu10017",3
"RNBC1_NREP13_tag51_F9","unf_otu1002",196
"RNBC1_NREP2_tag22_F7","unf_otu10020",9
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10021",2
"RNMB_meicity_BS_P2_tag42_A4","unf_otu10023",1
"RNMB_YHM_BS_P1_tag15_F8","unf_otu10024",1
"RNBC1_NREP1_tag17_H6","unf_otu10027",1
"RNMB_Foping_BS_P2_tag24_F8","unf_otu10028",1
"RNBC1_NREP1_tag17_B4","unf_otu10029",4
"RNMB_Foping_BS_P1_tag21_D7","unf_otu1003",1
"RNMB_Foping_BS_P1_tag21_H7","unf_otu1003",1
"RNMB_Foping_BS_P2_tag24_B7","unf_otu10031",3
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10031",1
"RNMB_YHM_BS_P1_tag15_D11","unf_otu10035",1
"RNMB_YHM_BS_P1_tag15_G11","unf_otu10035",2
"RNMB1_FXBSP2_tag18_C4","unf_otu1004",58
"RNMB_Mix_BS_PIX_tag34_B7","unf_otu1004",1
"RNMB_meicity_BS_P2_tag42_F3","unf_otu1004",12
"RNMB_Foping_BS_P2_tag24_H4","unf_otu10043",3
"RNMB1_FXBSP2_tag18_G6","unf_otu10044",1
"RNMB_meicity_BS_P2_tag42_E12","unf_otu10045",1
"RNMB_meicity_BS_P2_tag42_F11","unf_otu10045",1
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10046",1
"RNMB_Foping_BS_P3_tag26_E7","unf_otu10048",1
"RNMB_Foping_BS_P2_tag24_B4","unf_otu10049",1
"RNBC1_NREP10_tag35_G11","unf_otu1005",8
"RNMB1_FXBSP2_tag18_E2","unf_otu1005",1
"RNMB1_FXBSP2_tag18_F3","unf_otu1005",1
"RNMB_Foping_BS_P1_tag21_B12","unf_otu1005",1
"RNMB_Foping_BS_P2_tag24_E5","unf_otu1005",1
"RNMB_Foping_BS_P2_tag24_H5","unf_otu1005",4
"RNMB_Foping_BS_P2_tag24_H6","unf_otu1005",1
"RNMB_Foping_BS_P3_tag26_A12","unf_otu1005",3
"RNMB_Foping_BS_P3_tag26_C12","unf_otu1005",2
"RNMB_Foping_BS_P3_tag26_D11","unf_otu1005",5
"RNMB_Foping_BS_P3_tag26_D12","unf_otu1005",1
"RNMB_Foping_BS_P3_tag26_F11","unf_otu1005",3
"RNMB_Foping_BS_P3_tag26_H10","unf_otu1005",4
"RNMB_Mix_BS_PIX_tag34_H4","unf_otu1005",1
"RNMB_YHM_BS_P1_tag15_C7","unf_otu1005",1
"RNMB_YHM_BS_P1_tag15_E10","unf_otu1005",1
"RNMB_YHM_BS_P1_tag15_G6","unf_otu1005",1
"RNMB_YHM_BS_P2_tag38_B8","unf_otu1005",1
"RNMB_YHM_BS_P2_tag38_C11","unf_otu1005",3
"RNMB_YHM_BS_P2_tag38_C8","unf_otu1005",1
"RNMB_YHM_BS_P2_tag38_C9","unf_otu1005",1
"RNMB_YHM_BS_P2_tag38_D11","unf_otu1005",2
"RNMB_YHM_BS_P2_tag38_D9","unf_otu1005",1
"RNMB_YHM_BS_P2_tag38_E11","unf_otu1005",1
"RNMB_YHM_BS_P2_tag38_E8","unf_otu1005",3
"RNMB_YHM_BS_P2_tag38_E9","unf_otu1005",2
"RNMB_YHM_BS_P2_tag38_F11","unf_otu1005",5
"RNMB_YHM_BS_P2_tag38_G11","unf_otu1005",2
"RNMB_YHM_BS_P3_tag53_C11","unf_otu1005",1
"RNMB_YHM_BS_P3_tag53_F11","unf_otu1005",1
"RNMB_YHM_BS_P3_tag53_G8","unf_otu1005",1
"RNMB_meicity_BS_P1_tag41_A5","unf_otu1005",1
"RNMB_Foping_BS_P3_tag26_C9","unf_otu10050",1
"RNMB_Foping_BS_P3_tag26_F9","unf_otu10050",2
"RNBC1_NREP13_tag51_F9","unf_otu10052",1
"RNMB_Foping_BS_P3_tag26_H4","unf_otu10054",2
"RNMB_Foping_BS_P1_tag21_C9","unf_otu10056",1
"RNMB1_FXBSP2_tag18_D11","unf_otu1006",1
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu1006",1
"RNMB_Mix_BS_PIX_tag34_E7","unf_otu1006",2
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu1006",1
"RNMB_Mix_BS_PIX_tag34_F7","unf_otu1006",3
"RNMB_meicity_BS_P2_tag42_A5","unf_otu1006",5
"RNMB_meicity_BS_P2_tag42_E11","unf_otu1006",1
"RNMB_meicity_BS_P2_tag42_H4","unf_otu1006",3
"RNMB_YHM_BS_P3_tag53_D11","unf_otu10060",3
"RNMB_meicity_BS_P2_tag42_C7","unf_otu10060",2
"RNBC1_NREP2_tag22_D9","unf_otu10061",3
"RNMB_Foping_BS_P2_tag24_A11","unf_otu10063",1
"RNMB_Foping_BS_P2_tag24_H10","unf_otu10064",1
"RNMB_Foping_BS_P1_tag21_H10","unf_otu10065",4
"RNMB_YHM_BS_P2_tag38_B8","unf_otu10066",1
"RNMB_YHM_BS_P2_tag38_D9","unf_otu10067",2
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu10068",1
"RNMB_meicity_BS_P1_tag41_C7","unf_otu10068",1
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10069",2
"RNMB2_FXBSP4_tag07_D12","unf_otu1007",180
"RNBC1_NREP10_tag35_D11","unf_otu10075",1
"RNBC1_NREP10_tag35_F3","unf_otu10075",1
"RNBC1_NREP12_tag37_A1","unf_otu10075",2
"RNBC1_NREP12_tag37_A5","unf_otu10075",1
"RNBC1_NREP1_tag17_C7","unf_otu10075",1
"RNBC1_NREP1_tag17_H6","unf_otu10075",1
"RNBC1_NREP1_tag17_H9","unf_otu10075",1
"RNMB_Foping_BS_P1_tag21_E12","unf_otu10077",1
"RNMB_YHM_BS_P1_tag15_G9","unf_otu10079",1
"RNBC1_NREP12_tag37_A1","unf_otu1008",1
"RNMB1_FXBSP2_tag18_A6","unf_otu1008",3
"RNMB1_FXBSP2_tag18_C6","unf_otu1008",9
"RNMB1_FXBSP2_tag18_C7","unf_otu1008",1
"RNMB1_FXBSP2_tag18_F6","unf_otu1008",49
"RNMB1_FXBSP2_tag18_H5","unf_otu1008",12
"RNMB_Foping_BS_P1_tag21_B12","unf_otu10081",1
"RNMB_Foping_BS_P3_tag26_D7","unf_otu10081",1
"RNMB_Foping_BS_P3_tag26_F7","unf_otu10081",1
"RNMB_Foping_BS_P3_tag26_G7","unf_otu10081",294
"RNMB_Foping_BS_P3_tag26_H7","unf_otu10081",3
"RNMB_YHM_BS_P1_tag15_G9","unf_otu10087",2
"RNMB_meicity_BS_P1_tag41_B7","unf_otu10087",1
"RNMB_YHM_BS_P1_tag15_A5","unf_otu10088",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10089",1
"RNMB1_FXBSP1_tag08_A2","unf_otu1009",2
"RNMB1_FXBSP1_tag08_A4","unf_otu1009",5
"RNMB1_FXBSP1_tag08_A5","unf_otu1009",6
"RNMB1_FXBSP1_tag08_A7","unf_otu1009",4
"RNMB1_FXBSP1_tag08_A9","unf_otu1009",1
"RNMB1_FXBSP1_tag08_B8","unf_otu1009",1
"RNMB1_FXBSP1_tag08_C5","unf_otu1009",1
"RNMB1_FXBSP1_tag08_D5","unf_otu1009",4
"RNMB1_FXBSP1_tag08_D8","unf_otu1009",1
"RNMB1_FXBSP1_tag08_D9","unf_otu1009",2
"RNMB1_FXBSP1_tag08_E5","unf_otu1009",14
"RNMB1_FXBSP1_tag08_F3","unf_otu1009",5
"RNMB1_FXBSP1_tag08_F6","unf_otu1009",3
"RNMB1_FXBSP1_tag08_G1","unf_otu1009",1
"RNMB1_FXBSP1_tag08_G11","unf_otu1009",1
"RNMB1_FXBSP1_tag08_G12","unf_otu1009",1
"RNMB1_FXBSP1_tag08_G2","unf_otu1009",1
"RNMB1_FXBSP1_tag08_G5","unf_otu1009",22
"RNMB1_FXBSP1_tag08_G6","unf_otu1009",17
"RNMB1_FXBSP1_tag08_G7","unf_otu1009",2
"RNMB1_FXBSP1_tag08_G8","unf_otu1009",1
"RNMB1_FXBSP1_tag08_H1","unf_otu1009",1
"RNMB1_FXBSP1_tag08_H3","unf_otu1009",5
"RNMB1_FXBSP1_tag08_H4","unf_otu1009",3
"RNMB1_FXBSP2_tag18_C5","unf_otu1009",2
"RNMB2_FXBSP4_tag07_B10","unf_otu1009",2
"RNMB2_FXBSP4_tag07_D11","unf_otu1009",3
"RNMB2_FXBSP4_tag07_F9","unf_otu1009",4
"RNMB2_FXBSP4_tag07_G9","unf_otu1009",9
"RNMB_Mix_BS_PIX_tag34_B4","unf_otu1009",34
"RNMB_Mix_BS_PIX_tag34_E5","unf_otu1009",13
"RNMB_Mix_BS_PIX_tag34_F3","unf_otu1009",4
"RNMB_Mix_BS_PIX_tag34_F5","unf_otu1009",10
"RNBC1_NREP9_tag33_F7","unf_otu10094",3
"RNMB_Foping_BS_P2_tag24_H5","unf_otu10095",1
"RNMB_Foping_BS_P1_tag21_E5","unf_otu10099",1
"RNBC1_NREP8_tag32_G9","unf_otu101",1299
"RNMB1_FXBSP1_tag08_B10","unf_otu101",15
"RNMB1_FXBSP1_tag08_D10","unf_otu101",1
"RNMB1_FXBSP1_tag08_D11","unf_otu101",104
"RNMB1_FXBSP1_tag08_D12","unf_otu101",2
"RNMB1_FXBSP1_tag08_D9","unf_otu101",3
"RNMB1_FXBSP1_tag08_F10","unf_otu101",7
"RNMB1_FXBSP1_tag08_F11","unf_otu101",1
"RNMB1_FXBSP1_tag08_F7","unf_otu101",10
"RNMB1_FXBSP1_tag08_G10","unf_otu101",1
"RNMB1_FXBSP1_tag08_G12","unf_otu101",43
"RNMB1_FXBSP1_tag08_G5","unf_otu101",13
"RNMB1_FXBSP2_tag18_A5","unf_otu101",2
"RNMB1_FXBSP2_tag18_B10","unf_otu101",991
"RNMB1_FXBSP2_tag18_D5","unf_otu101",15
"RNMB1_FXBSP2_tag18_F5","unf_otu101",1
"RNMB1_FXBSP2_tag18_H9","unf_otu101",150
"RNMB_Foping_BS_P1_tag21_B3","unf_otu101",1
"RNMB_Foping_BS_P1_tag21_E7","unf_otu101",3
"RNMB_Foping_BS_P2_tag24_H7","unf_otu101",2
"RNMB_Foping_BS_P3_tag26_D12","unf_otu101",1
"RNMB_Foping_BS_P3_tag26_D7","unf_otu101",865
"RNMB_Foping_BS_P3_tag26_E7","unf_otu101",756
"RNMB_Foping_BS_P3_tag26_F7","unf_otu101",883
"RNMB_Foping_BS_P3_tag26_G7","unf_otu101",706
"RNMB_Foping_BS_P3_tag26_H10","unf_otu101",2
"RNMB_Foping_BS_P3_tag26_H7","unf_otu101",1004
"RNMB_Mix_BS_PIX_tag34_A7","unf_otu101",1
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu101",5
"RNMB_Mix_BS_PIX_tag34_E8","unf_otu101",1
"RNMB_YHM_BS_P1_tag15_E5","unf_otu101",2
"RNMB_YHM_BS_P1_tag15_G6","unf_otu101",2
"RNMB_YHM_BS_P3_tag53_A11","unf_otu101",1
"RNMB_YHM_BS_P3_tag53_F11","unf_otu101",1
"RNMB_YHM_BS_P3_tag53_G11","unf_otu101",397
"RNMB1_FXBSP1_tag08_D9","unf_otu1010",8
"RNMB1_FXBSP1_tag08_F11","unf_otu1010",34
"RNMB1_FXBSP2_tag18_F7","unf_otu1010",8
"RNMB1_FXBSP2_tag18_G7","unf_otu1010",45
"RNMB_meicity_BS_P2_tag42_A3","unf_otu10102",1
"RNMB_meicity_BS_P2_tag42_H3","unf_otu10102",1
"RNBC1_NREP12_tag37_A3","unf_otu10103",5
"RNMB_Foping_BS_P2_tag24_A3","unf_otu10103",1
"RNMB_Foping_BS_P2_tag24_F8","unf_otu10103",5
"RNMB_YHM_BS_P2_tag38_G7","unf_otu10103",1
"RNMB_YHM_BS_P2_tag38_G4","unf_otu10104",2
"RNMB_Foping_BS_P2_tag24_G8","unf_otu10105",1
"RNMB_Foping_BS_P1_tag21_C8","unf_otu10106",2
"RNMB_Foping_BS_P2_tag24_D9","unf_otu10107",2
"RNMB_Mix_BS_PIX_tag34_E7","unf_otu10107",1
"RNMB_YHM_BS_P1_tag15_E12","unf_otu1011",185
"RNMB_YHM_BS_P1_tag15_E5","unf_otu1011",1
"RNMB_Foping_BS_P2_tag24_F11","unf_otu10110",1
"RNMB1_FXBSP1_tag08_B8","unf_otu10113",2
"RNMB1_FXBSP1_tag08_E5","unf_otu10113",1
"RNMB1_FXBSP1_tag08_G7","unf_otu10113",1
"RNMB_Mix_BS_PIX_tag34_B4","unf_otu10113",1
"RNMB_Mix_BS_PIX_tag34_F3","unf_otu10113",1
"RNMB_Foping_BS_P3_tag26_G8","unf_otu10116",1
"RNMB_Foping_BS_P1_tag21_A7","unf_otu10117",2
"RNBC1_NREP12_tag37_C7","unf_otu10119",2
"RNMB_Foping_BS_P1_tag21_C11","unf_otu1012",8
"RNMB_Foping_BS_P1_tag21_E10","unf_otu1012",32
"RNMB_Foping_BS_P1_tag21_E11","unf_otu1012",21
"RNMB_Foping_BS_P1_tag21_E12","unf_otu1012",2
"RNMB_Foping_BS_P1_tag21_E8","unf_otu1012",2
"RNMB_Foping_BS_P1_tag21_F11","unf_otu1012",7
"RNMB_Foping_BS_P1_tag21_H10","unf_otu1012",2
"RNMB_Foping_BS_P1_tag21_H11","unf_otu1012",5
"RNMB_Foping_BS_P2_tag24_B3","unf_otu1012",1
"RNMB_Foping_BS_P2_tag24_H5","unf_otu1012",10
"RNMB_Foping_BS_P3_tag26_D11","unf_otu1012",35
"RNMB_Mix_BS_PIX_tag34_B8","unf_otu1012",1
"RNMB_Mix_BS_PIX_tag34_C7","unf_otu1012",1
"RNMB_Mix_BS_PIX_tag34_C8","unf_otu1012",3
"RNMB_YHM_BS_P2_tag38_D11","unf_otu1012",1
"RNMB_YHM_BS_P3_tag53_A11","unf_otu1012",69
"RNMB_meicity_BS_P1_tag41_C7","unf_otu1012",2
"RNBC1_NREP9_tag33_A7","unf_otu10120",3
"RNMB_Foping_BS_P2_tag24_E9","unf_otu10121",1
"RNMB_Foping_BS_P2_tag24_F11","unf_otu10123",1
"RNMB_Foping_BS_P2_tag24_F7","unf_otu10123",1
"RNMB_Foping_BS_P2_tag24_G8","unf_otu10123",2
"RNMB_Foping_BS_P2_tag24_H6","unf_otu10124",1
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10125",1
"RNMB_Foping_BS_P2_tag24_A7","unf_otu10128",1
"RNMB_Foping_BS_P2_tag24_C8","unf_otu10128",1
"RNMB_Foping_BS_P2_tag24_H11","unf_otu10128",1
"RNBC1_NREP12_tag37_A1","unf_otu1013",310
"RNMB_YHM_BS_P3_tag53_A7","unf_otu10130",1
"RNMB_YHM_BS_P1_tag15_F11","unf_otu10133",1
"RNMB_YHM_BS_P1_tag15_G11","unf_otu10133",1
"RNMB_YHM_BS_P1_tag15_H11","unf_otu10133",2
"RNMB_Foping_BS_P2_tag24_C9","unf_otu10135",1
"RNMB_Foping_BS_P2_tag24_H5","unf_otu10135",1
"RNMB_meicity_BS_P1_tag41_G7","unf_otu10135",1
"RNMB_Mix_BS_PIX_tag34_F7","unf_otu1014",2
"RNMB_meicity_BS_P2_tag42_B7","unf_otu1014",43
"RNMB_meicity_BS_P2_tag42_B8","unf_otu1014",1
"RNMB_Foping_BS_P2_tag24_E11","unf_otu10140",1
"RNMB_Foping_BS_P2_tag24_H12","unf_otu10140",7
"RNMB1_FXBSP2_tag18_H3","unf_otu10141",1
"RNMB_Foping_BS_P2_tag24_A7","unf_otu10141",1
"RNMB_meicity_BS_P2_tag42_D11","unf_otu10142",2
"RNMB_Foping_BS_P2_tag24_A5","unf_otu10143",1
"RNMB_Foping_BS_P2_tag24_H5","unf_otu10143",1
"RNMB_Foping_BS_P2_tag24_A12","unf_otu10147",1
"RNMB_Foping_BS_P2_tag24_F9","unf_otu10147",2
"RNMB_Foping_BS_P2_tag24_G6","unf_otu10147",1
"RNMB2_FXBSP4_tag07_G9","unf_otu10148",1
"RNMB_Foping_BS_P1_tag21_C11","unf_otu10148",1
"RNMB_Foping_BS_P1_tag21_E7","unf_otu10148",1
