ID,a_hol,h_hol,AIC_hol,BIC_hol,R_hol,a_gen,h_gen,q_gen,AIC_gen,BIC_gen,R_gen,a_hol_I,AIC_hol_I,BIC_hol_I,R_hol_I,p3_c0,p3_c1,p3_c2,p3_c3,AIC_p3,BIC_p3,R_p3,p2_c0,p2_c1,p2_c2,AIC_p2,BIC_p2,R_p2
39875,0.00016043252392550222,290.80966854817524,-92.60179666091466,-93.01827772245855,0.8339169897507819,0.00016043333503068524,290.80954999424597,9.426691449654356e-08,-90.60179664652614,-91.22651823884198,0.8339169985690983,2.4726995880186564e-05,-82.00565931379766,-82.21389984456961,0.03671266955195174,0.00038042302612911435,8.170171951452992e-05,-9.704804591366283e-07,3.6329621969268095e-09,-92.55417821997219,-93.38714034305997,0.914048244865147,0.0012307887488664996,1.8650144761653263e-05,-3.659102558164729e-08,-88.6803452436439,-89.30506683595974,0.7712205784325838
39876,0.00012753531303988375,135.15949436151166,-87.2815002515773,-87.69798131312119,0.9192313229225656,,,,,,,4.0549829278591076e-05,-78.8851560186036,-79.09339654937554,0.5780331989318066,-0.0005045190003529437,0.0001296721696191387,-1.0177476820803135e-06,2.666844538427721e-09,-86.67403481442902,-87.5069969375168,0.9540882088073525,0.00011970802443324589,8.338796993459013e-05,-3.322084993499639e-07,-86.93570076383267,-87.56042235614851,0.9386592543534884
39877,0.00012819034826172526,114.91508351000836,-90.3880602583739,-90.80454131991779,0.9618886605088296,1.780398817063933e-05,155.00897122208787,0.6282592172392838,-92.71202738824901,-93.33674898056485,0.9814510659496497,4.5150820781270085e-05,-79.18721358720529,-79.39545411797724,0.6766226327713325,-0.0005051710328500689,0.00013157454602053442,-9.540101922190645e-07,2.3608788782797987e-09,-92.80363183871246,-93.63659396180024,0.9869098076436694,4.7438756297227815e-05,9.060050802964443e-05,-3.471225565057828e-07,-91.5095575779387,-92.13427917025453,0.9773337813353844
39878,1.275279070966917e-05,1153.0546573546856,-120.24484995192792,-120.66133101347181,0.9714182446650584,9.059991165294434e-06,1272.3434607904758,0.11514174937433763,-118.44224755074968,-119.06696914306552,0.9723413037103938,4.513178144094354e-06,-107.67410905131456,-107.8823495820865,0.6983775123000023,3.3978018988772325e-05,8.13381693458093e-06,-3.3435887693817415e-08,2.656532334961957e-11,-116.70252931495665,-117.53549143804443,0.9735151606700853,4.019615151133475e-05,7.672764663673787e-06,-2.6607004421602873e-08,-118.67276775556489,-119.29748934788073,0.9733834626253973
39879,4.659920528560235e-05,643.5524544988552,-114.96290420924649,-115.37938527079038,0.9798320501176353,3.0030963105609487e-05,695.7336854241935,0.16194376943800437,-113.52532875488994,-114.15005034720578,0.9816356841879843,1.006490971611207e-05,-94.48770900049463,-94.69594953126658,0.3159155684276017,0.00014315639161882195,2.3912651236394676e-05,-1.8436202161445296e-07,4.947027097734954e-10,-107.79177691158725,-108.62473903467503,0.9657844650161016,0.0002589512181360193,1.53268792974188e-05,-5.7193719725901196e-08,-107.81365086761586,-108.4383724599317,0.9524221434617008
39880,9.143430319147328e-05,274.233219022235,-99.00822751301678,-99.42470857456067,0.9485793835349702,7.450641420292392e-05,286.90324232391697,0.0740247997480099,-97.04777692452723,-97.67249851684306,0.9489168927620497,2.2577320830885483e-05,-85.52545331085369,-85.73369384162564,0.42829807351329585,0.00027253738217488944,5.276027724999057e-05,-4.055146630280295e-07,1.122978568624461e-09,-94.16535635569431,-94.9983184787821,0.9408235312126728,0.0005353924382871533,3.3270515637442106e-05,-1.1684173925408311e-07,-95.03313735882716,-95.657858951143,0.9285336190717455
39881,0.00011573376091922327,209.92574628996817,-102.69492918203026,-103.11141024357416,0.9821822091564127,1.1597118281968672,390.3614728922625,33.841050364929764,-76.5300153330933,-77.15473692540914,2.220446049250313e-16,2.9354714639273638e-05,-83.39137912120138,-83.59961965197333,0.48163087070296795,0.0005466131344307901,5.791644273249629e-05,-4.261682097379774e-07,1.2257417679409845e-09,-99.3545576577634,-100.18751978085118,0.9840360738969086,0.0008335219234256923,3.6643182918664165e-05,-1.1107897310473709e-07,-98.58131981243906,-99.2060414047549,0.9746561051741925
39882,9.612794504310074e-05,150.73631587015623,-99.30596320450832,-99.72244426605221,0.9839889597884373,5.771371898544153e-05,173.43586818002177,0.17225848169701963,-98.04673888097597,-98.6714604732918,0.9858465018652836,3.43528059729703e-05,-83.75547934959611,-83.96371988036806,0.7210062180976864,-6.003751397455087e-05,8.45747662212143e-05,-6.003415690309524e-07,1.5860815582347251e-09,-95.11511653259807,-95.94807865568585,0.983468462920337,0.0003112158372795949,5.70476589978603e-05,-1.926233689228353e-07,-94.74121967138919,-95.36594126370503,0.9754449049188716
39883,8.114098988487584e-05,759.7945029712835,-990.1584132294827,-986.3343672186264,0.9479732111901686,3.3385783259065605e-05,1226.7588805757046,0.6485736616026849,-1007.9746042846898,-1002.2385352684054,0.9649798898023293,4.301419242414006e-05,-929.4530154300405,-927.5409924246123,0.8202441134064011,-5.469033749999433e-06,5.515231145833298e-05,1.0047734375000374e-06,-1.1366536458333445e-07,-1024.172724289545,-1016.5246322678323,0.9756628465388939,-5.730043999999997e-05,8.306852500000006e-05,-2.4051875000000015e-06,-1019.589866056192,-1013.8537970399076,0.9722381910789463
39884,5.9516487294297704e-05,10187.05714903073,-117.41593857544561,-118.1970627505774,0.9312965526318332,5.218607256129992e-05,10961.455957449392,0.35831551940562756,-116.90791432510557,-118.07960058780327,0.9490187823615231,6.0038461926481546e-06,-99.8637900067865,-100.2543520943524,-0.5604494426372111,1.7780844949531904e-05,1.8418401306091384e-05,-1.480574507199851e-06,3.6158957587603156e-08,-140.11786308869142,-141.680111438955,0.9996706114620559,2.86945752955288e-05,1.0605907742379067e-05,-3.959875204630167e-07,-118.2480017624845,-119.41968802518221,0.9610041587188296
39885,9.282213660077865e-05,8242.958925349965,-126.37270962791763,-126.78919068946152,0.5491117192273731,6.503380713951401e-05,9634.971031709245,1.3638158068839124,-125.39394350105414,-126.01866509336998,0.6196062062779318,1.2293120990047868e-05,-118.05711384448907,-118.26535437526101,-0.5333941979833059,-1.8935872269873045e-05,6.704624820318149e-05,-1.0804986623816036e-05,5.089322096639617e-07,-126.07765096246729,-126.91061308555507,0.7567904420423692,4.072885711462444e-05,1.6293177569169995e-05,-9.373629446640349e-07,-123.23206316352878,-123.85678475584461,0.454598938535683
39886,6.417025056082437e-05,10662.352362603286,-117.01489999559946,-117.79602417073126,0.9038763225801468,5.6053819162737994e-05,12082.246945055083,0.6650867730755949,-117.68077842295561,-118.85246468565332,0.9435929990747418,9.028806644773013e-06,-102.3484011826486,-102.7389632702145,-0.6049959730917991,1.4376412723844014e-05,2.200401165307475e-05,-2.125031471262882e-06,5.933315752548795e-08,-136.86192799862138,-138.42417634888497,0.9991842389099961,2.0820499300548813e-05,1.6191880985688157e-05,-9.796997740234585e-07,-125.10175463494446,-126.27344089764216,0.9872133593843072
39887,1.0556622670243598e-05,2944.635318635328,-112.69612467879648,-113.47724885392827,0.9647518367318072,1.0556720353438465e-05,2944.680361049231,1.5606098635601029e-09,-110.69612466891671,-111.86781093161441,0.9647518343160474,6.401417885770755e-06,-109.56970139748873,-109.96026348505463,0.9032803545746277,1.1737264197530879e-05,7.948592592592609e-06,-1.4189351851851994e-07,1.8155864197531154e-09,-109.62941148935025,-111.19165983961385,0.9707403876109757,1.3608044444444365e-05,7.103255555555558e-06,-6.563888888888883e-08,-111.59302972875801,-112.76471599145572,0.9705267079067769
39888,1.6442732480470568e-05,1766.5118980896407,-76.50158995805165,-77.72900123581188,0.8148571241333965,0.2643155145620497,5652.096442749705,97.8479248524705,-67.75543842587162,-69.59655534251195,2.220446049250313e-16,8.424922449679073e-06,-75.98067626890592,-76.59438190778603,0.6645412432544605,0.00026668514285714285,-5.289969999999999e-05,3.923949999999999e-06,-6.468314285714285e-08,-331.7065916870799,-334.1614142426003,1.0,-2.438900000000061e-05,1.7500598064516217e-05,-2.387232258064536e-07,-75.30336660117653,-77.14448351781687,0.8484715743873333
39889,1.7420602356432724e-05,3.2201535438147744e-07,-78.55678985597379,-79.78420113373402,0.982626231869965,1.278049011266269e-05,3.2201535438147744e-07,0.08910060275659437,-77.5045898498813,-79.34570676652163,0.9862680893228573,1.7420602348661163e-05,-80.5567898578246,-81.1704954967047,0.982626231877447,0.00014222847619047623,-2.5899900000000016e-05,2.745416666666668e-06,-4.371514285714288e-08,-335.73129989087744,-338.18612244639786,1.0,-5.448966666666709e-05,2.16790974193549e-05,-6.786430107527034e-08,-78.43781511193934,-80.27893202857967,0.9891242651545188
39890,9.326015105060037e-06,0.00012487368690350387,-108.84295730741279,-109.25943836895668,0.7789122673368308,9.308969274757217e-06,3.47754506047071e-05,0.00044570868078985804,-106.84240282986492,-107.46712442218076,0.7789071913834281,9.325202180443526e-06,-110.84295823883386,-111.0511987696058,0.7789201835924414,0.00019257698053075446,-7.929347236000946e-06,4.1025117118606865e-07,-2.8612932956104395e-09,-109.85312884507468,-110.68609096816246,0.9027590095033713,0.00015841485535714327,-6.622345238095432e-07,1.2698313492063527e-07,-111.33846720536692,-111.96318879768276,0.8940497890813375
39891,0.0001442044836208467,1092.7566604765818,-108.88686339786832,-109.30334445941222,0.8374825130781358,,,,,,,1.7160549025341254e-05,-97.2012358978597,-97.40947642863165,-0.18857040483070553,0.00010720218167162498,6.079766610174178e-05,-1.7591149277998266e-06,1.5812360682441725e-08,-110.3970374858357,-111.22999960892348,0.9351274298676271,0.00029599228080357106,2.06374324404762e-05,-1.9369122023809528e-07,-104.08707459308883,-104.71179618540467,0.7408469790709101
39892,1.9481733109838473e-05,298.2462821981431,-311.2584637082547,-309.3695857499218,0.8948617221180797,,,,,,,7.2018093686399e-06,-285.00677707893976,-284.06233809977334,0.5634610953595707,-3.551197821164303e-05,9.237367295713812e-06,3.795826742521529e-08,-1.2607966729690905e-10,-340.5881629592367,-336.81040704257094,0.9817666275376775,-0.00027918276631226467,1.843460307229385e-05,-3.1967279636470235e-08,-334.3820613667152,-331.5487444292159,0.9719173021846319
39893,1.4036764927727319e-05,707.0707765378777,-327.8783246036071,-326.0975810878148,0.8292569414628284,,,,,,,7.38209389328226e-06,-318.5139732784062,-317.62360152051,0.6806206044630402,-0.00029315343713987637,2.5172801490488262e-05,-2.1441665986116759e-07,6.158828520660048e-10,-337.1707667468978,-333.60927971531316,0.9182078464598692,-0.00020215283123747014,1.82124118765567e-05,-8.970038231780156e-08,-338.01191525622414,-335.34079998253566,0.9127688096128133
39894,0.00014581977529859458,734.72473998451,-133.06158316390508,-133.16976286579447,0.9718948729425861,0.00011394788488039431,796.4253481382709,0.1740471717327745,-131.5227244261017,-131.68499397893575,0.9736840335158786,2.9203106166608706e-05,-112.4208957316807,-112.4749855826254,0.4008412268772814,6.186117391703444e-05,9.038090515680849e-05,-2.8802177803356716e-06,3.0689289355348864e-08,-128.03196710933426,-128.248326513113,0.967436715829108,0.00024109755403760774,4.166241308091349e-05,-4.7411896038464036e-07,-122.74520366716533,-122.90747321999939,0.9077823441571652
39895,0.00015984834880589105,160.93051754268737,-144.26273754795085,-144.10385446459117,0.98511798351637,0.00015984926133727484,160.92829245353118,2.906942520031208e-07,-142.2627369850787,-142.0244123600392,0.9851179833132034,0.00010867150469473508,-137.35236014639216,-137.27291860471232,0.9549252567180029,-0.00011958725192550881,0.000226104844014815,-1.0569509723308534e-05,2.3324923233942484e-07,-144.2754989007482,-143.95773273402887,0.990987946871181,3.6221609271512505e-05,0.00013846534260408003,-1.7012584805190659e-06,-141.26410085751527,-141.02577623247578,0.9831392628524676
39896,4.4986036694449894e-05,3.720330007839223e-06,-142.17445255785933,-142.01556947449964,0.8901434823253354,4.495414942806697e-05,0.0001766293567906363,0.00025821486702137797,-140.1733359927586,-139.9350113677191,0.8901288013053517,4.498777328443282e-05,-144.17445292133053,-144.09501137965069,0.8901423679359199,0.00018482574001334366,3.2224008023307685e-06,2.2964225863744925e-06,-3.3601890290947125e-08,-142.89998858813522,-142.58222242141588,0.9386513152574133,0.00016237991154141533,1.5847749584921646e-05,1.018862088772807e-06,-144.7791532440149,-144.5408286189754,0.9377176455605108
39897,0.0001230675376961976,1434.0605821097472,-146.58306847558313,-146.42418539222345,0.7949039005632248,0.00010216417387276522,1575.0077816266682,0.1918558228765821,-144.67924730985672,-144.44092268481722,0.7973832238635565,3.004619587687607e-05,-138.60806391725788,-138.52862237557804,0.3662382221777052,2.8788267721095397e-05,7.738536500609964e-05,-3.925352180997733e-06,6.504172658333495e-08,-143.80753312423175,-143.48976695751242,0.8240111530494689,7.223568766582802e-05,5.294702310252649e-05,-1.4524335487663389e-06,-145.3122103663221,-145.0738857412826,0.8127703443988569
39898,0.00018052176559701927,219.24731191117405,-156.27855525270226,-156.11967216934258,0.9962891497069262,0.00012462872663121516,311.692922429809,0.25816555856240164,-166.6157570701139,-166.3774324450744,0.9992060117602897,0.00010499089386462046,-134.6610415780857,-134.58160003640586,0.9296102493927099,-3.9461686488295924e-05,0.00017142739222876708,-3.861231432322365e-06,2.2720609485042624e-08,-165.6550895613356,-165.33732339461625,0.9993027386553234,-2.428447774012288e-05,0.00016289050288064057,-2.997382615836437e-06,-166.7511775939705,-166.512852968931,0.9992193325234636
39899,0.0001869091669781664,330.16817605374456,-144.6997027464157,-144.54081966305603,0.9767925630429102,7.943868581516966e-05,494.78668710274053,0.5912691496063744,-149.5344704396314,-149.2961458145919,0.9901206339548335,8.845132702628433e-05,-131.206564331145,-131.12712278946515,0.8420351443259722,-3.630690559274982e-05,0.0001554490481903961,-3.0670640065248978e-06,-1.8511306441768218e-08,-151.5720615383195,-151.25429537160016,0.994034638551373,-4.867232925152561e-05,0.00016240436225829896,-3.7708730382261396e-06,-153.4635551438772,-153.2252305188377,0.993953177376248
39900,0.00015113573151337434,618.9479893539717,-155.27275761849089,-155.1138745351312,0.9825653845095217,9.844869582353866e-05,787.0149349849476,0.3614064346022192,-157.2747456530488,-157.0364210280093,0.9894248989331923,5.671239707161213e-05,-135.80572199210332,-135.72628045042347,0.7556717212380994,-3.3402523808164517e-05,0.00013775379813605414,-6.265449696166984e-06,1.0221186181055e-07,-156.54629838597614,-156.2285322192568,0.9909788535093321,3.4874287351300725e-05,9.934939904116606e-05,-2.3793041280213134e-06,-153.95447838180215,-153.71615375676265,0.98398462926682
39901,0.000239595814615301,391.1823912957488,-131.3379832385503,-131.1791001551906,0.8894931082510893,2.4191169336607032e-05,591.425989406334,1.534922417798715,-136.25480276775147,-136.01647814271197,0.9533803270207414,8.900677627421416e-05,-123.86912398453198,-123.78968244285214,0.6485557170387402,-0.00012223797434813842,0.0001856548061108348,-2.7193753622018475e-06,-9.971079409116794e-08,-146.14940369157134,-145.831637524852,0.9894529313790187,-0.00018884408970627338,0.00022311947080350163,-6.510429097940403e-06,-146.68309024856367,-146.44476562352418,0.9873312650170254
39902,0.00012877187901993992,1592.7004824461953,-138.44404320235907,-138.28516011899939,0.5962474222418743,0.00012876336577116732,1592.6592416150277,0.0,-136.44404320968636,-136.20571858464686,0.5962471818578634,2.809145704030236e-05,-135.3613290127934,-135.28188747111355,0.2859277393420627,-7.725597180468368e-06,8.188138474684172e-05,-4.248241508259414e-06,6.994412288131551e-08,-134.22652855629423,-133.9087623895749,0.5844497912482496,3.8996589316178265e-05,5.5601049354314125e-05,-1.5889313427047851e-06,-136.05008714206144,-135.81176251702195,0.575182942577857
39903,0.0001852641498605312,3914.8778730295285,-135.47697383498632,-135.31809075162664,0.11545402493730061,6.058866963698506e-09,3905.1557665659534,11.437890452259849,-135.77433499186844,-135.53601036682895,0.3360555375813499,1.3145322742991183e-05,-134.38797973377572,-134.30853819209588,-0.17192127940095747,3.805530583679559e-05,5.766110198532366e-05,-4.31298119689703e-06,9.012027018052983e-08,-131.39562597810007,-131.07785981138073,0.10604226115436155,9.825501807920515e-05,2.3799916392527956e-05,-8.865639263527204e-07,-133.1903787148772,-132.9520540898377,0.08281021847697079
39904,0.0001380403844728484,190.6162478921136,-146.63347690195852,-146.47459381859883,0.9860616621175906,5.677442638751806e-05,385.8766118427755,0.5556374069759409,-153.38697334596233,-153.14864872092284,0.9953298669847341,9.309772996424215e-05,-138.65528863392967,-138.57584709224983,0.9515645413669391,-0.0001039159234308196,0.00015029889293144123,-2.879383212197439e-06,8.836609904757488e-09,-148.10027196085136,-147.78250579413202,0.9929568680153128,-9.801312961540943e-05,0.000146978684421228,-2.5434109306000755e-06,-150.08415840871984,-149.84583378368035,0.9929426674845011
39905,9.920490470061161e-05,170.4200985944242,-145.16445534771543,-145.00557226435575,0.9729816982989127,9.920661934992303e-05,170.42994945719988,1.338039901099819e-09,-143.1644553408376,-142.9261307157981,0.9729816958065797,7.562320577969572e-05,-143.60632551600287,-143.52688397432303,0.9580367935849369,3.051946801688252e-05,0.0001006333277047393,-2.386964895716747e-06,4.737087210933406e-08,-141.79140182097956,-141.47363565426022,0.9750126950632046,6.21628803584266e-05,8.283451408629891e-05,-5.859008954532997e-07,-143.58346312944087,-143.34513850440138,0.9743547022863452
39906,0.00011696097164870523,962.2640096039082,-154.9257731677402,-154.76689008438052,0.9595410860996703,9.116197536607196e-05,1144.2530141097425,0.24959831973671642,-153.5859144516353,-153.3475898265958,0.9627389585364493,3.916703316186876e-05,-140.30983033862387,-140.23038879694403,0.695499767186214,1.2971280262950036e-06,9.460114745234982e-05,-4.619699271474211e-06,8.253040219956607e-08,-150.42626740553538,-150.10850123881605,0.9569264560013065,5.642686136721387e-05,6.359172792520623e-05,-1.4818525376030619e-06,-150.73630295823386,-150.49797833319437,0.946794885113129
39907,0.000783785852192409,24.08160128592881,-246.75741389668008,-244.57532898996345,0.796996798877999,0.000783855368433839,24.084428027725554,2.511787089432005e-08,-244.7574132357203,-241.48428587564536,0.7969965473259375,0.00037802284942878295,-237.2495605681437,-236.15851811478538,0.6811527224116454,0.0017081486520472314,0.0007155693006762171,-1.3402390822261779e-05,1.0695181014762893e-07,-250.2464254080698,-245.88225559463655,0.8552685463944493,0.004446464875001077,0.00029649288419592647,-1.7535386486016533e-07,-248.4433981411857,-245.17027078111076,0.8279569292274206
39908,1.8396190115010924e-05,5140.432067753597,-179.9641830218755,-179.80529993851582,0.9580472226631964,9.136158780842507e-06,5722.309158356921,0.38600459928947073,-180.61083188683764,-180.37250726179815,0.9698554082575487,2.1636669613744886e-06,-151.5529821537784,-151.47354061209856,-0.08498232321598254,2.5537271272928687e-05,7.000968719423025e-06,-1.1068023994634354e-07,5.232927911692137e-10,-170.85786873160006,-170.54010256488073,0.9205493506440401,4.8193859232670085e-05,3.5100704966137425e-06,-2.0644298606357305e-08,-167.87317693897546,-167.63485231393597,0.8518504050196699
39909,1.2149747998346783e-05,1291.7823961860333,-170.25185870913853,-170.09297562577885,0.9854819347073277,1.2149812940842608e-05,1291.779392376913,6.642234584575135e-08,-168.25185865863986,-168.01353403360037,0.9854819347865503,5.125538666161944e-06,-149.62303425918253,-149.5435927175027,0.7707639962717018,-8.751213747848532e-06,1.3032955011148206e-05,-1.6061708624606837e-07,7.34927959795509e-10,-169.82495759286556,-169.50719142614622,0.9907116835751772,2.306837223952246e-05,8.130233720050988e-06,-3.4167932361456034e-08,-164.49808018166615,-164.25975555662666,0.9767892162300422
39910,0.0009208234176876218,3.862686705957685e-05,645.5237933510145,648.9015522592424,0.7426330952675927,,,,,,,0.0003786670185164098,650.8868737687893,652.5757532229032,0.6941509046196276,-187.06406762923433,0.0010364064414004114,-2.930656695751083e-11,3.0514910440833896e-19,648.3669995835014,655.1225173999571,0.7499675150971694,305.44853110199847,0.0006223160972711271,-5.888920529252481e-12,648.6143085887877,653.6809469511295,0.7355178999962391
39911,0.0008971610400876351,7.839524702513145e-05,658.8436913132107,662.3190305497774,0.5889146125660021,,,,,,,0.00033180262943433014,675.4853986365746,677.2230682548579,0.3808566764987591,-1061.4617722647167,0.0009375244017213454,-2.766052880600396e-11,2.3135110687572604e-19,657.1415882319759,664.0922667051094,0.6397396968837119,-670.8282179516152,0.000768523787764985,-1.4785358735333244e-11,655.6761822479915,660.8891911028417,0.6351248415874574
39912,0.0007060735000745666,21.71729585340326,-107.95958827880644,-107.80070519544677,0.9858761857910558,0.00023946882005598802,36.54841990087475,0.4691261139162377,-116.95743189612762,-116.7191072710881,0.9964242307636885,0.00041058695277573776,-96.61154999151665,-96.53210844983681,0.925564138760984,-0.00023873414697126968,0.0005527292716489149,1.204266792126387e-06,-7.532763132305182e-08,-150.66446544822722,-150.34669928150788,0.9999587927308455,-0.0009206404223343359,0.0007236476125852518,-5.9412439928100865e-06,-123.97373698926532,-123.73541236422581,0.998512345892177
39913,3.530840286813941e-09,2.1837674579749944e-06,-69.71969415718387,-70.94710543494409,0.6929267847204807,3.530840286813941e-09,1485.4217985485968,0.1128838997653514,-82.60054249974652,-84.44165941638686,0.9905446852045077,3.530840286813941e-09,-71.71969416449032,-72.33339980337043,0.6929267850702364,-1.0902413064666698e-05,8.577952476548479e-09,-3.579199822587114e-14,-2.386638291007308e-20,-343.1274230688339,-345.5822456243543,1.0,-1.2634033920571458e-05,8.78107769267005e-09,-4.0219199018443944e-14,-107.8335660429781,-109.67468295961844,0.9999827728195647
39914,0.0024612196558877475,0.1493694344111296,8.620353026571422,9.416143572168163,0.6501822789981069,,,,,,,6.529860829385115e-06,34.4362498709803,34.83414514377867,-0.4300851401263601,4.05774101703679,1.2144797526313342e-05,-9.978539756778938e-12,1.2026463823565816e-18,16.516020049053246,18.10760114024673,0.5013610784217146,4.0783848901807795,1.130012528264746e-05,-7.769745417541565e-12,14.520818713280875,15.714504531675987,0.5011435036261035
39915,0.002205812382365391,19.618896838783765,-114.25108153252802,-113.28126823295202,0.717875700911327,0.00035735742926168435,20.599563850985792,0.6447195736340041,-112.85251855608035,-111.39779860671635,0.7316501723256708,7.81717626432421e-05,-90.23626112476762,-89.75135447497962,-0.5426541762571275,0.019222770034550567,0.00016997079595543944,-2.871101611681926e-07,1.420158887574524e-10,-107.78027337140114,-105.84064677224913,0.6533288153841306,0.022743237219346655,8.753989990193226e-05,-6.360504256614768e-08,-108.03816874759536,-106.58344879823136,0.5991640981450905
39916,0.0005836313480154232,3.0869031841305743,-48.94727603836666,-49.055455740256036,0.9223422437361403,3.4912643753770567e-07,3.465253817769553,1.2382755233034417,-72.07490089792967,-72.23717045076373,0.9978549974883915,5.0368703833791884e-05,-28.149150743374722,-28.20324059431941,-0.02427296365141074,0.020209199895034426,0.0002866671449909539,-7.266144202202892e-08,5.319066981552139e-12,-55.67309660236691,-55.88945600614566,0.9832140543277759,0.09122812599888593,0.00011317249992335709,-1.2636385299765251e-08,-40.57514573948056,-40.73741529231462,0.8069196587590632
39917,0.00013524618064986171,183.2496452377163,-95.77337615317694,-96.55450032830873,0.9957412686802694,9.213201579338914e-05,264.41217407143847,0.2293696753998833,-97.81838527318182,-98.99007153587952,0.9981033565008351,8.26770257216225e-05,-82.02221578585298,-82.41277787341888,0.9030638930676453,-0.0002618433632689356,0.00019376291760640196,-6.318851421141656e-06,8.943740275748622e-08,-98.58368591700038,-100.14593426726398,0.9989090722127921,-4.414369724862022e-05,0.0001305400989492086,-1.6970301177683812e-06,-96.65895644427438,-97.83064270697209,0.9976083717511216
39918,0.0010476889950643553,16.373222899920904,-90.58774252501604,-90.1932933703436,0.8927179211225887,0.0010478153161708192,16.37382744358295,3.096434220140054e-10,-88.58774258788962,-87.99606885588096,0.892717544846011,0.00016352962339283295,-75.49464632328213,-75.29742174594591,0.4557434713709586,0.015410957343096027,0.0001760788520210277,-1.4506661662514896e-07,-8.628671891203392e-11,-109.61865992439435,-108.82976161504948,0.9916464478363712,0.015210037467737558,0.00018528892820481515,-2.0192046861405593e-07,-111.51529964291333,-110.92362591090468,0.9915499586661245
39919,0.00026440736818056365,7.360381388503834,-94.23247214268008,-95.01359631781187,0.9997961983934095,0.0002644073683635284,7.360381644086541,5.693630011904816e-10,-92.23247213800407,-93.40415840070177,0.9997961983932186,0.0002450615287878932,-84.83390559775833,-85.22446768532423,0.9980088566570197,0.00016468295868449432,0.0002321139799264352,9.80046411444319e-07,-1.7455425819623083e-08,-94.11674843789868,-95.67899678816228,0.9999062817263321,4.025629154451091e-05,0.000260334946647618,-4.0269274465815256e-07,-92.72590581238683,-93.89759207508453,0.9998153500780755
39920,0.00026615969320409327,6.57686983148919,-84.17371459821024,-84.95483877334203,0.9985056854913722,0.00026615976474575476,6.5768955908428115,1.6446506378997583e-09,-82.17371455292302,-83.34540081562072,0.9985056854766413,0.0002485036156565368,-82.80677922002715,-83.19734130759305,0.9970713010053321,-0.0001142782547771867,0.00032035764224136963,-3.650968080488934e-06,4.411160238221436e-08,-84.65236492146914,-86.21461327173274,0.9993898344943746,0.00020016034576686851,0.0002490404440411933,-1.566482923264626e-07,-83.35595407150187,-84.52764033419957,0.9988203035824962
39921,0.00044816906925682076,102.70861217948544,-71.66670282368803,-72.44782699881982,0.9364413982564197,4.161669773106169e-05,145.50007064421263,1.0442662714611184,-76.28808805401506,-77.45977431671277,0.9830786002707993,0.00016284154632906223,-63.435138946437235,-63.82570103400313,0.5423021462501016,-0.0006085877514110684,0.0003986787532217606,-6.3661347706622905e-06,2.301763421648651e-08,-78.19225334966443,-79.75450169992803,0.9922468875573341,-0.00044451226333075097,0.00036146511570089396,-4.542782854709587e-06,-79.85481080962381,-81.02649707232152,0.9917055810227143
39922,0.00032862260905952567,158.0102456512484,-79.46504758433625,-80.24617175946804,0.9636140347114638,0.0002671138979601917,171.12799913664472,0.10696037264140057,-77.60077690243712,-78.77246316513482,0.9645871218644696,0.00011148849898989788,-67.86223445423232,-68.25279654179822,0.5085017747208621,0.00033242102931806095,0.00019659906209147288,-2.750370998958729e-06,9.582852098221161e-09,-75.67407223608241,-77.23632058634601,0.965102425286695,0.00040073001018156416,0.00018110603700274117,-1.991261197784297e-06,-77.63763916906518,-78.80932543176289,0.9648472114579969
39923,0.00043329609540654346,312.3327063067265,-86.16524719599187,-86.94637137112366,0.9628140808674049,0.0001414827758960957,364.2029637089696,0.679441255311239,-108.29566828318599,-109.4673545458837,0.9997017787367469,7.291377776819097e-05,-68.1209260079167,-68.51148809548259,-0.3370414660650771,0.0001256393884518082,0.0002394838828388728,-7.508817453124093e-06,7.466861008457221e-08,-93.16438917899158,-94.72663752925519,0.9958780090017973,0.0006578960282384667,0.00011876380519145144,-1.5939109958082616e-06,-81.40397788658723,-82.57566414928493,0.9353868108017667
39924,1.9088768704378367e-05,63346.434866593954,-164.439525255116,-164.8560063166599,0.9616294732396371,2.251797540564482e-05,67440.45087775099,0.45575694851592585,-176.80564702403217,-177.430368616348,0.9964975226180244,3.2087935486480035e-07,-138.6738732984015,-138.88211382917345,-0.09971109098303144,1.2723841421729594e-06,8.561434180610315e-06,-1.5933594134546933e-06,2.8549235565382308e-08,-174.70612553058265,-175.53908765367044,0.9964389014568023,3.5506845043957095e-06,3.847656410438013e-06,-7.253396515173978e-08,-160.99048262984883,-161.61520422216466,0.9511212425754627
39925,0.000978668139863137,0.5039708419942042,-161.38437557924112,-158.2173377023289,0.8079231689037504,,,,,,,0.0005697409337637183,-125.92108700351415,-124.33756806505804,0.49592006457647186,0.17017805126709254,0.0003448400418907699,2.0601145574504215e-07,-7.221153997853881e-11,-162.79012395149874,-156.4560481976743,0.834702089439779,0.05584216306789891,0.0007247823464259012,-1.2168655735831e-07,-162.0164049422174,-157.26584812684908,0.821462776460264
