ID,a_hol,h_hol,AIC_hol,BIC_hol,R_hol,a_gen,h_gen,q_gen,AIC_gen,BIC_gen,R_gen,a_hol_I,AIC_hol_I,BIC_hol_I,R_hol_I,p3_c0,p3_c1,p3_c2,p3_c3,AIC_p3,BIC_p3,R_p3,p2_c0,p2_c1,p2_c2,AIC_p2,BIC_p2,R_p2
39838,6.2407360079674845e-06,168.11636623414657,-233.8383042236304,-233.2331340376423,0.9994442346635365,6.2407360079674845e-06,168.11636623414657,0.0,-231.8383042236304,-230.93054894464825,0.9994442346635365,5.3633873684511e-06,-209.10534378016993,-208.8027586871759,0.9919573744585795,3.7399283934545636e-07,6.2439955813712755e-06,-6.577177200039566e-09,5.761689404067016e-12,-229.92515387568199,-228.7148135037058,0.9994490405354114,4.336825384694795e-06,6.068236049275674e-06,-4.67341129415878e-09,-231.78307404153492,-230.87531876255278,0.9994411566379585
39839,5.134710771681483e-06,576.1354019392098,-212.86569482766274,-212.26052464167464,0.986483090452165,5.134685354457602e-06,576.1287728499639,6.851874623237109e-10,-210.86569481170562,-209.9579395327235,0.9864830909167958,3.530035010301802e-06,-199.498317353524,-199.19573226052995,0.9378946406473545,3.6271470653928623e-05,4.883522678506217e-06,-1.917204914063258e-08,5.323285839000409e-11,-224.51807061174617,-223.30773023977,0.9971734615513543,7.288450008258816e-05,3.2596617539422225e-06,-1.5829543859005453e-09,-221.1455206603504,-220.23776538136826,0.9951629366288062
39840,0.5701696796211289,1.2816154273673934,-116.55076399367228,-113.38372611676006,0.37638164381916306,0.5699160306238726,1.2812709475462967,3.3660261467005625e-08,-114.55076194058172,-109.8002051252134,0.37638306421110435,0.16557847419375826,-106.32912221838066,-104.74560327992455,0.20056881687185701,0.21022160717450467,0.027060661165673912,0.06005594715289822,-0.010215569642113849,-114.91751968048214,-108.58344392665771,0.41560851208978034,0.14692204866768074,0.179758637227859,-0.01676898330230674,-116.23989737046273,-111.4893405550944,0.404504426096685
39841,1.849472500888722,0.9340329929429521,-151.96438997199198,-148.53724583858337,0.6880403290772807,1.8494342433233326,0.934026343932238,0.0,-149.96438998487383,-144.8236737847609,0.688040317494016,0.30584821545547336,-85.97939846669698,-84.26582639999268,-0.1534290365643991,0.11476658630708769,0.8181974991192634,-0.27715232424262487,0.02985907411917711,-150.96906396892516,-144.11477570210792,0.71007211250198,0.2558261675605858,0.44030368300360206,-0.06808255041105746,-144.34059273129006,-139.19987653117713,0.6421611496932976
39842,1.0082430694431235,0.8998300745591876,-94.44293046672422,-91.3902094174919,0.4635157789772726,1.1252019353662313,0.9960618965638139,0.246928187682373,-92.68773249081481,-88.10865091696633,0.46739365865416593,0.24685386510169227,-69.55619565213765,-68.02983512752148,-0.007592112794164052,0.11927140151381879,0.408512670795399,-0.03891724106815769,-0.003069907997519887,-96.65713275698312,-90.55169065851847,0.553125746573578,0.08990183962414856,0.4687684991996659,-0.06558206229603798,-98.54352101752349,-93.964439443675,0.5516300089085547
39843,1.7947015986146861,0.8625604922768193,-106.69038653467159,-104.02597751432118,0.750241133873361,2.3951983226222517,0.9628849874224163,0.2886391873009,-105.33615653792009,-101.33954300739448,0.755931949115394,0.3630835563976029,-60.34719998920425,-59.01499547902905,-0.040848396913269136,0.11965143637613583,0.8414968504121836,-0.2929439672759011,0.033775990534934984,-101.99875329797368,-96.66993525727287,0.7439845713705927,0.2094089730528242,0.5405829451359295,-0.08967006321405836,-102.27824394810557,-98.28163041757996,0.727759879384102
39844,1.442561442522421,0.8877238594313126,-146.61875266223205,-143.14341342566533,0.6623095339011444,1.6294040611769165,0.9451954159169629,0.16266618093929597,-144.8705866706897,-139.6575778158396,0.6643270526485352,0.26076764409180764,-87.95881319997392,-86.22114358169055,-0.0696359221362095,0.13644717610063808,0.6149614462916647,-0.1535333674883421,0.012363012545761854,-143.94668762276854,-136.99600914963506,0.6728158374182943,0.24048189593924588,0.38617997752584865,-0.049278477802233885,-142.16456495890543,-136.95155610405533,0.6419854098048601
39845,0.7647887893055474,0.9884300963557036,-84.55404230096536,-82.19793464026947,0.6408119335568561,0.764664841222136,0.9883447166066344,3.008705702356451e-07,-82.5540414562844,-79.01987996524056,0.6408119880583298,0.18572633869384259,-63.54196702474184,-62.36391319439389,0.21143184856883723,0.13159678018562868,0.3344868781033413,-0.05803050298523423,0.0036378209029861394,-80.09347215990098,-75.3812568385092,0.6338353729955464,0.1670626279736889,0.2600653942569298,-0.025521345144814477,-81.85129922885665,-78.31713773781281,0.6301218705101987
39846,0.42294885303739993,1.1845347294600121,-77.7263130964424,-75.4553246645841,0.3914262614191065,0.4227393993269346,1.1840360392311675,4.608158299390652e-11,-75.72631321509901,-72.31983056731156,0.3914318290695018,0.16996777988247835,-75.66823646892495,-74.5327422529958,0.3212748090973051,0.19326216077029157,0.02569329087163415,0.03749670705528857,-0.0043384044982620554,-76.7818258188057,-72.2398489550891,0.4655046023965884,0.1788827083373841,0.0686647090182813,0.010415813916360345,-78.76494745298008,-75.35846480519263,0.46511222327454305
39847,0.4403798006619073,1.0065920954062397,-122.16809706199675,-119.30012265302645,0.6494775843681586,0.4403499786445695,1.0065229352090204,4.304585576875297e-10,-120.1680969357703,-115.86613532231485,0.6494776112340552,0.17786044569910753,-107.34205085694254,-105.90806365245739,0.4427532339552175,-0.04290734303756303,0.5393362682937146,-0.19027828892818915,0.023231524900796025,-122.41838703172095,-116.68243821378037,0.6943786579952482,0.08521261647884756,0.22555367941305665,-0.02085998186388674,-119.03524303352197,-114.73328142006653,0.6364209662632851
39848,0.5986293288161717,0.8929971842098625,-83.4050470831134,-80.967295433377,0.5963656224625332,0.6995631149327559,1.1004099864592436,0.2965814219066365,-81.66898513023732,-78.01235765563271,0.6006348973145486,0.23928481415327996,-73.6082828486431,-72.3894070237749,0.39208753978121813,0.06938746263284874,0.2709267334622544,0.03771585766824519,-0.016451957562904972,-80.7762206701261,-75.9007173706533,0.6178897201756728,0.018766294030050944,0.42685685319283717,-0.06328149690239827,-82.53182148052709,-78.87519400592248,0.6141359037686853
39849,0.8172550106609251,1.2157818103703035,-73.00173239130734,-70.9126875158605,0.5483989230679394,1.5073781966743836,1.5929772563661921,1.1039033892186372,-73.51077967816317,-70.3772123649929,0.5992696761971263,0.23023193842414824,-57.711247284587344,-56.66672484686392,0.09928555136552797,-0.038485783918560286,0.6196823446271144,-0.1669873924601291,0.011505898040335642,-73.87190267022073,-69.69381291932704,0.6415734877433816,-0.007755789775846828,0.5182538899371344,-0.09778442768717457,-75.78130023308182,-72.64773291991155,0.6400237510756144
39850,0.5511984672511345,1.2153264778353314,-78.70544153896026,-76.81656358062737,0.6360588114458019,0.553099626570988,1.2211837498446387,0.005859788342450933,-76.70558477030202,-73.8722678328027,0.6360655725169331,0.19762906153208393,-66.46779097479254,-65.5233519956261,0.3074956180505336,0.21465889275298908,-0.20166513831992616,0.29529339030385693,-0.05683343044699252,-85.21429136267534,-81.43653544600957,0.7906428147246667,0.04104772923489969,0.335689954562262,-0.05252815234668066,-79.82473339505557,-76.99141645755626,0.6911159643606251
39851,5.785754875198279e-08,49291.01753549501,-127.92741833844286,-128.70854251357466,0.7922935917014347,3.263624259730591e-09,77488.02099235372,0.6515867903508124,-127.75665882701145,-128.92834508970915,0.8559879247792379,2.8334186552569918e-08,-127.38108543947078,-127.77164752703668,0.6557968089559432,-8.197821910095259e-06,1.7580831337807343e-07,-5.658199005976306e-10,5.974169065943418e-13,-129.8792140047703,-131.44146235503388,0.9366177326086635,-3.299555025004984e-06,7.774426307848898e-08,-1.0488741138682152e-10,-128.41962009788327,-129.59130636058097,0.8733910870657849
39852,7.112452959923132e-08,17563.26210571229,-137.67924966796124,-138.46037384309304,0.9870970869668309,4.108874174235666e-08,23523.808149906527,0.1226096159936727,-135.90765421363284,-137.07934047633054,0.9876724476707314,4.878774717553824e-08,-132.56577566106063,-132.95633774862654,0.9467594348490809,-3.201266045283735e-06,1.2968537204097984e-07,-3.473938508444511e-10,3.945223037976742e-13,-141.82432407098383,-143.38657242124742,0.9974692344573561,-1.6326301205126248e-07,6.688206673090721e-08,-4.696473299606879e-11,-135.14842087039693,-136.32010713309464,0.9856506810218311
39853,1.2036790253411311e-07,23310.744816276183,-121.73169819287958,-122.51282236801137,0.828922647536263,,,,,,,5.96521267937078e-08,-120.80447438838792,-121.19503647595381,0.6941220224552853,-1.4311378645057856e-05,3.228656063428435e-07,-1.000658335061668e-09,1.0360998947738086e-12,-123.70037189629619,-125.26262024655979,0.9479806986462683,-6.302081962477912e-06,1.5755730692201234e-07,-2.1098259021307455e-10,-122.61829581495368,-123.78998207765139,0.9036458904886296
39854,4.943731823914277e-08,488.9562633723106,-127.82997179750308,-128.61109597263487,0.9350526599484407,1.8045565042257294e-09,26304.140850694483,0.6770719828500256,-126.18696471801994,-127.35865098071764,0.9395283897046699,4.899287397996943e-08,-129.8282924475617,-130.2188545351276,0.9350270977624415,2.4341236568825918e-06,-1.822082292351928e-08,3.5828501500749486e-10,-4.977112980392535e-13,-125.32586200597186,-126.88811035623546,0.9518310982140872,-1.538371529235286e-06,6.218817162334405e-08,-2.2871704639056838e-11,-126.12678817095838,-127.29847443365608,0.9387766661647641
39855,5.163838934230114e-08,75935.54170135772,-135.487096544128,-136.2682207192598,0.8396583992280544,,,,,,,2.1559488194711207e-08,-132.84197699772687,-133.23253908529279,0.6187553062798421,6.935940500005031e-07,4.6861761174402767e-08,-1.4747443145439124e-10,1.867015567762455e-13,-133.60251959060167,-135.16476794086526,0.8948994997492292,2.180293039266555e-06,1.6673627668368686e-08,-4.4020984598725035e-12,-134.68758147265692,-135.85926773535462,0.8737953669724517
39856,1.440621293369304e-07,24642.01274180225,-118.7002247320971,-119.48134890722889,0.6800683683472097,,,,,,,6.359092608043682e-08,-119.07599314644338,-119.46655523400928,0.5674245567244751,-1.7849635640671925e-05,5.112617660388621e-07,-2.167761369428464e-09,2.799720853538696e-12,-133.15864415708793,-134.72089250735152,0.9920228195384212,4.353151480592198e-06,5.924574947694732e-08,-2.3168737023765555e-11,-116.38878941550759,-117.5604756782053,0.6594520385127245
